journal,publications,citations,mean_citations,mean_fwci,cum,zone
International Journal of Public Sector Performance Management,2,7,3.5,0.4658,3394,3
International Journal of Surgery,2,7,3.5,0.836,3396,3
Journal of Management Research and Analysis,2,7,3.5,0.4182,3398,3
Theoretical Economics Letters,2,7,3.5,0.8441000000000001,3400,3
eajahme,2,7,3.5,0.3413,3402,3
Africa Today,2,6,3.0,0.27835,3404,3
Asian Journal of Humanities and Social Studies,2,6,3.0,0.9639,3406,3
European Journal of Public Health Studies,2,6,3.0,1.6991,3408,3
International Journal of Social Science Research,2,6,3.0,0.1241,3410,3
Journal of Informatics Education and Research,2,6,3.0,12.2778,3412,3
Online Journal of Health and Allied Sciences,2,6,3.0,0.1375,3414,3
Scientific African,2,6,3.0,0.70345,3416,3
AFRICAN JOURNAL OF BUSINESS MANAGEMENT,2,5,2.5,0.5781,3418,3
African Journal of sustainable Development,2,5,2.5,0.25645,3420,3
International Journal of Financial Research,2,5,2.5,0.2051,3422,3
Revista Panamericana de Salud Pública,2,5,2.5,0.2151,3424,3
Santé Publique,2,5,2.5,0.13845,3426,3
Asian Journal of Research in Social Sciences and Humanities,2,4,2.0,0.21375,3428,3
Indian Journal of Rheumatology,2,4,2.0,0.7303999999999999,3430,3
International Journal of Preventive Curative & Community Medicine,2,4,2.0,0.19465,3432,3
International Journal of Public Policy,2,4,2.0,0.11535,3434,3
Journal of Economics and Management,2,4,2.0,0.2071,3436,3
Journal of Karnali Academy of Health Sciences,2,4,2.0,0.74115,3438,3
Journal of Pharmacy Practice and Community Medicine,2,4,2.0,0.16415,3440,3
PAMJ - One Health,2,4,2.0,0.3172,3442,3
Research Journal of Finance and Accounting,2,4,2.0,0.4605,3444,3
Savannah Journal of Medical Research and Practice,2,4,2.0,0.37265,3446,3
Tanzania Journal of Science,2,4,2.0,0.53875,3448,3
Africagrowth agenda,2,3,1.5,0.0,3450,3
African Evaluation Journal,2,3,1.5,0.26215,3452,3
Asia-Pacific Journal of Rural Development,2,3,1.5,0.3304,3454,3
Bulletin of satistics and economics,2,3,1.5,0.36985,3456,3
GSC Biological and Pharmaceutical Sciences,2,3,1.5,0.23435,3458,3
Journal of Health Research,2,3,1.5,0.0,3460,3
Journal of Quality in Health Care & Economics,2,3,1.5,0.31165,3462,3
Journal of Social and Political Sciences,2,3,1.5,0.3017,3464,3
SN Social Sciences,2,3,1.5,0.4239,3466,3
npj Health Systems,2,3,1.5,1.81575,3468,3
BMC Oral Health,2,2,1.0,3.1356,3470,3
European Journal of Economic and Financial Research,2,2,1.0,0.18585,3472,3
INTERNATIONAL JOURNAL OF MANAGEMENT,2,2,1.0,0.1136,3474,3
Indian Journal of Marketing,2,2,1.0,0.0,3476,3
International Affairs and Global Strategy,2,2,1.0,0.0,3478,3
International Journal of Human Resources Development and Management,2,2,1.0,0.2032,3480,3
Janapriya Journal of Interdisciplinary Studies,2,2,1.0,0.11365,3482,3
Journal of Management and Research,2,2,1.0,0.28225,3484,3
Journal of Preventive and Social Medicine,2,2,1.0,0.14885,3486,3
Journal of Rural Development,2,2,1.0,0.0,3488,3
Pravaha,2,2,1.0,0.23615,3490,3
Public Health Open Access,2,2,1.0,0.24155,3492,3
SAARJ Journal on Banking & Insurance Research,2,2,1.0,0.0,3494,3
Social Science and Humanities Journal,2,2,1.0,0.4233,3496,3
ABUAD Journal of Social and Management Sciences,2,1,0.5,0.794,3498,3
AVRUG-bulletin/Afrika Focus,2,1,0.5,0.0,3500,3
African Journal of Management Research,2,1,0.5,0.0,3502,3
American Journal of Health Research,2,1,0.5,0.1005,3504,3
Australian Journal of Business and Management Research,2,1,0.5,0.61795,3506,3
EPRA International Journal of Economic and Business Review,2,1,0.5,0.18515,3508,3
IBADAN JOURNAL OF THE SOCIAL SCIENCES,2,1,0.5,0.3028,3510,3
Interdisciplinary Journal of Innovation in Nepalese Academia,2,1,0.5,0.26325,3512,3
International Journal of Innovative Technology and Exploring Engineering,2,1,0.5,0.1441,3514,3
International Journal of Interdisciplinary Research Methods,2,1,0.5,0.1816,3516,3
International Journal of Psychosocial Rehabilitation,2,1,0.5,0.1191,3518,3
International Journal of Public Health Asia Pacific (IJPHAP),2,1,0.5,0.1963,3520,3
International journal of scientific research,2,1,0.5,0.0,3522,3
Journal of Commerce & Behavioural Science,2,1,0.5,0.0,3524,3
Journal of Pharmaceutical and Allied Sciences,2,1,0.5,0.28215,3526,3
Journal of Resources Development and Management,2,1,0.5,0.0642,3528,3
Journal of Tikapur Multiple Campus,2,1,0.5,0.0,3530,3
Kanem Journal of Medical Sciences,2,1,0.5,0.11365,3532,3
Nigerian Journal of Family Practice,2,1,0.5,0.2173,3534,3
Patient Experience Journal,2,1,0.5,0.17175,3536,3
Shanlax International Journal of Arts Science and Humanities,2,1,0.5,0.1963,3538,3
Shanlax International Journal of Management,2,1,0.5,0.0,3540,3
Tanzania Journal of Sociology,2,1,0.5,0.0,3542,3
The Bangladesh Development Studies,2,1,0.5,0.0,3544,3
The Egyptian Journal of Community Medicine,2,1,0.5,0.10555,3546,3
Tishreen University Journal- Arts and Humanities Sciences Series,2,1,0.5,0.0,3548,3
World Research of Business Administration Journal,2,1,0.5,0.27175,3550,3
المجلة العلمية للبحوث التجارية (جامعة المنوفية),2,1,0.5,0.09745,3552,3
"2015 APHA Annual Meeting & Expo (Oct. 31 - Nov. 4, 2015)",2,0,0.0,0.0,3554,3
ACADEMIA International Journal for Social Sciences,2,0,0.0,0.0,3556,3
Advance Social Science Archive Journal,2,0,0.0,0.0,3558,3
African Journal of Accounting and Social Science Studies,2,0,0.0,0.0,3560,3
African Journal of One Health ISSN,2,0,0.0,0.0,3562,3
American Journal of Medicine and Health Care,2,0,0.0,0.0,3564,3
Asian Journal of Economics Business and Accounting,2,0,0.0,0.0,3566,3
Asian Research Journal of Arts & Social Sciences,2,0,0.0,0.0,3568,3
Australasian Journal of Paramedicine,2,0,0.0,0.0,3570,3
Biomedical Statistics and Informatics,2,0,0.0,0.0,3572,3
Bodhi International Journal of Research in Humanities Arts and Science,2,0,0.0,0.0,3574,3
British Journal of Healthcare Management,2,0,0.0,0.0,3576,3
Current Journal of Applied Science and Technology,2,0,0.0,0.0,3578,3
DECISION,2,0,0.0,0.0,3580,3
DiamondBridge Economics and Business Journal,2,0,0.0,0.0,3582,3
Discover Global Society,2,0,0.0,0.0,3584,3
Dutse Journal of Pure and Applied Sciences,2,0,0.0,0.0,3586,3
EPRA International Journal of Economics Business and Management Studies,2,0,0.0,0.0,3588,3
EPRA International Journal of Research & Development (IJRD),2,0,0.0,0.0,3590,3
Emerald Emerging Markets Case Studies,2,0,0.0,0.0,3592,3
FUDMA Journal of Sciences,2,0,0.0,0.0,3594,3
GIS Business,2,0,0.0,0.0,3596,3
GOMBE JOURNAL OF ADMINISTRATION AND MANAGEMENT (GJAM),2,0,0.0,0.0,3598,3
Global Journal of Pure and Applied Sciences,2,0,0.0,0.0,3600,3
INTERNATIONAL JOURNAL OF CREATIVE RESEARCH THOUGHTS,2,0,0.0,0.0,3602,3
INTERNATIONAL JOURNAL OF ECONOMICS AND FINANCIAL MANAGEMENT,2,0,0.0,0.0,3604,3
Iconic Research and Engineering Journals,2,0,0.0,0.0,3606,3
Innovation Science and Technology,2,0,0.0,0.0,3608,3
International Journal for Novel Research in Economics Finance and Management,2,0,0.0,0.0,3610,3
International Journal of Advance Research in Community Health Nursing,2,0,0.0,0.0,3612,3
International Journal of Advanced Research in Management and Social Sciences,2,0,0.0,0.0,3614,3
International Journal of Business Innovation and Research,2,0,0.0,0.0,3616,3
International Journal of Community and Cooperative Studies,2,0,0.0,0.0,3618,3
International Journal of Computer Applications,2,0,0.0,0.0,3620,3
International Journal of Development and Management Review,2,0,0.0,0.0,3622,3
International Journal of Economic Behavior and Organization,2,0,0.0,0.0,3624,3
International Journal of Economics and Management,2,0,0.0,0.0,3626,3
International Journal of Engineering Technology Research & Management,2,0,0.0,0.0,3628,3
International Journal of Latest Technology in Engineering Management & Applied Science,2,0,0.0,0.0,3630,3
International Journal of Research Publications,2,0,0.0,0.0,3632,3
International Journal of Research and Innovation in Applied Science,2,0,0.0,0.0,3634,3
International Journal of Science and Research (IJSR),2,0,0.0,0.0,3636,3
International Journal of Science and Research Archive,2,0,0.0,0.0,3638,3
International Journal of Scientific Research in Science Engineering and Technology,2,0,0.0,0.0,3640,3
International Journal of Services and Operations Management,2,0,0.0,0.0,3642,3
International Journal of Social Science and Human Research,2,0,0.0,0.0,3644,3
International Journal of Versatile Research and Analysis,2,0,0.0,0.0,3646,3
International Perspectives on Sexual and Reproductive Health,2,0,0.0,0.0,3648,3
International Research Journal of Modernization in Engineering Technology and Science,2,0,0.0,0.0,3650,3
International Scientific Journal of Engineering and Management,2,0,0.0,0.0,3652,3
International journal of applied research,2,0,0.0,0.0,3654,3
JMIR Research Protocols,2,0,0.0,0.0,3656,3
JOURNAL OF ACCOUNTING AND FINANCIAL MANAGEMENT,2,0,0.0,0.0,3658,3
Journal of Clinical and Metabolism Studies,2,0,0.0,0.0,3660,3
Journal of College of Medical Sciences-Nepal,2,0,0.0,0.0,3662,3
Journal of Commerce and Trade,2,0,0.0,0.0,3664,3
Journal of Critical Reviews,2,0,0.0,0.0,3666,3
Journal of Datta Meghe Institute of Medical Sciences University,2,0,0.0,0.0,3668,3
Journal of Economic Insights and Research (JEIR),2,0,0.0,0.0,3670,3
Journal of Health and Allied Sciences NU,2,0,0.0,0.0,3672,3
Journal of Interventional Epidemiology and Public Health,2,0,0.0,0.0,3674,3
Journal of Medicine Nursing & Public Health,2,0,0.0,0.0,3676,3
Journal of Preventive and Rehabilitative Medicine,2,0,0.0,0.0,3678,3
Journal of economic cooperation and development,2,0,0.0,0.0,3680,3
MRIMS Journal of Health Sciences,2,0,0.0,0.0,3682,3
Myanmar Health Sciences Research Journal,2,0,0.0,0.0,3684,3
Nepal Medical College Journal,2,0,0.0,0.0,3686,3
Nigerian Journal of Basic and Clinical Sciences.,2,0,0.0,0.0,3688,3
PharmacoEconomics & Outcomes News,2,0,0.0,0.0,3690,3
Psychology and Education Journal,2,0,0.0,0.0,3692,3
QJM,2,0,0.0,0.0,3694,3
Review of Law Sciences,2,0,0.0,0.0,3696,3
Revue Africaine des Sciences Sociales et de la Sante Publique,2,0,0.0,0.0,3698,3
SAS Journal of Medicine,2,0,0.0,0.0,3700,3
SCIREA Journal of Sociology,2,0,0.0,0.0,3702,3
ShodhKosh Journal of Visual and Performing Arts,2,0,0.0,0.0,3704,3
Studies in Indian Place Names,2,0,0.0,0.0,3706,3
Tanzania Medical Journal,2,0,0.0,0.0,3708,3
The Journal of Risk Management,2,0,0.0,0.0,3710,3
The Management Accountant Journal,2,0,0.0,0.0,3712,3
Transactions of the Royal Society of Tropical Medicine and Hygiene,2,0,0.0,0.0,3714,3
"World Academy of Science, Engineering and Technology, International Journal of Economics and Management Engineering",2,0,0.0,0.0,3716,3
World Scientific Book Chapters,2,0,0.0,0.0,3718,3
international journal of research in computer application & management,2,0,0.0,0.0,3720,3
The critical review of social sciences studies,2,0,0.0,0.0,3722,3
مجلة البحوث المالیة والتجاریة,2,0,0.0,0.0,3724,3
The Quarterly Journal of Economics,1,643,643.0,53.6625,3725,3
World Journal of Diabetes,1,164,164.0,4.4231,3726,3
The World Bank Research Observer,1,124,124.0,14.1143,3727,3
Renal Failure,1,114,114.0,2.6115,3728,3
Diabetes Care,1,112,112.0,7.9403,3729,3
The Developing Economies,1,99,99.0,10.0014,3730,3
International Journal of Epidemiology,1,97,97.0,19.3276,3731,3
Expert Review of Anti-infective Therapy,1,95,95.0,15.0711,3732,3
International Psychogeriatrics,1,91,91.0,3.0249,3733,3
BJPsych Open,1,88,88.0,9.4227,3734,3
International Journal of Information Management Data Insights,1,76,76.0,22.4197,3735,3
Environment and Planning C Government and Policy,1,75,75.0,6.6418,3736,3
Milbank Quarterly,1,68,68.0,9.6859,3737,3
Asia Pacific Journal of Public Health,1,66,66.0,5.5896,3738,3
"Journal of Behavioural Economics, Finance, Entrepreneurship, Accounting and Transport",1,66,66.0,1.3641,3739,3
Enterprise Development and Microfinance,1,60,60.0,2.0967,3740,3
JAMA Internal Medicine,1,60,60.0,4.7206,3741,3
International Journal of Sociology and Social Policy,1,47,47.0,7.5843,3742,3
Social Change,1,46,46.0,1.9628,3743,3
Annals of Medicine and Surgery,1,45,45.0,7.2088,3744,3
Vilakshan – XIMB Journal of Management,1,45,45.0,4.7131,3745,3
Intestinal Research,1,44,44.0,5.1076,3746,3
Education Economics,1,43,43.0,5.2946,3747,3
Technological Forecasting and Social Change,1,43,43.0,3.7157,3748,3
Journal of Engineering,1,42,42.0,2.4044,3749,3
Applied Economics Letters,1,41,41.0,1.3142,3750,3
European Journal of Investigation in Health Psychology and Education,1,41,41.0,5.0926,3751,3
International Journal of Quality & Reliability Management,1,41,41.0,3.2347,3752,3
Nephrology,1,40,40.0,4.538,3753,3
Tropical Doctor,1,38,38.0,6.5982,3754,3
Clinical Governance An International Journal,1,37,37.0,2.6964,3755,3
Annals of Ibadan Postgraduate Medicine,1,35,35.0,0.4262,3756,3
Health and Quality of Life Outcomes,1,34,34.0,2.0581,3757,3
Indian Pediatrics,1,34,34.0,5.231,3758,3
Business Strategy & Development,1,33,33.0,5.5759,3759,3
Health Services Research,1,33,33.0,3.7997,3760,3
International Dental Journal,1,33,33.0,1.2524,3761,3
International Journal of Medical Science and Public Health,1,33,33.0,3.7646,3762,3
Journal of Mixed Methods Research,1,33,33.0,3.3196,3763,3
Movement Disorders,1,33,33.0,0.8492,3764,3
American Journal of Health Economics,1,32,32.0,14.7097,3765,3
The Annals of Applied Statistics,1,32,32.0,3.3947,3766,3
Indian Economic Review,1,31,31.0,2.9553,3767,3
International Journal of Asian Social Science,1,31,31.0,1.2801,3768,3
Journal of Cancer Epidemiology,1,30,30.0,1.6533,3769,3
IMF Working Paper,1,29,29.0,1.8795,3770,3
International Journal of Women s Health,1,29,29.0,7.4974,3771,3
Journal of Economic Behavior & Organization,1,29,29.0,9.148,3772,3
Asian Social Science,1,28,28.0,3.4916,3773,3
International Journal of Finance & Economics,1,28,28.0,0.0,3774,3
Oxford Development Studies,1,28,28.0,0.8887,3775,3
Journal of Sustainable Development,1,27,27.0,1.6825,3776,3
World Review of Political Economy,1,27,27.0,2.7281,3777,3
International Journal of Africa Nursing Sciences,1,26,26.0,3.4334,3778,3
Journal of Tropical Medicine,1,26,26.0,1.9699,3779,3
Antibiotics,1,25,25.0,1.585,3780,3
Journal of Marketing Analytics,1,25,25.0,3.9935,3781,3
Rural and Remote Health,1,25,25.0,2.2033,3782,3
Drugs - Real World Outcomes,1,24,24.0,1.2287,3783,3
Epilepsia,1,24,24.0,0.516,3784,3
International Journal of Cardiology,1,24,24.0,1.6054,3785,3
Energy,1,23,23.0,0.961,3786,3
Millennial Asia,1,23,23.0,2.7281,3787,3
Commonwealth Law Bulletin,1,22,22.0,0.0,3788,3
Evidence-based Complementary and Alternative Medicine,1,22,22.0,4.2654,3789,3
Open Access Macedonian Journal of Medical Sciences,1,22,22.0,2.9225,3790,3
Cogent Social Sciences,1,21,21.0,2.7904,3791,3
International Review of Economics,1,21,21.0,3.0856,3792,3
Medical Entomology and Zoology,1,21,21.0,1.417,3793,3
Pharmacoeconomics open access,1,21,21.0,2.8294,3794,3
The Journal of Applied Laboratory Medicine,1,21,21.0,1.4807,3795,3
Dialogues in Health,1,20,20.0,4.9285,3796,3
Journal of Cleaner Production,1,20,20.0,3.5518,3797,3
Medical Mycology Open Access,1,20,20.0,2.2201,3798,3
AIDS Care,1,19,19.0,1.0504,3799,3
BMC Medical Informatics and Decision Making,1,19,19.0,4.8668,3800,3
Emerging Science Journal,1,19,19.0,4.2576,3801,3
Jos Journal of Medicine,1,19,19.0,1.155,3802,3
Journal of Finance & Economics,1,19,19.0,0.5035,3803,3
Medical Anthropology Quarterly,1,19,19.0,2.5378,3804,3
Primary Health Care Research & Development,1,19,19.0,1.8762,3805,3
American Economic Journal Applied Economics,1,18,18.0,4.7505,3806,3
Basic & Clinical Pharmacology & Toxicology,1,18,18.0,0.3006,3807,3
Health Promotion International,1,18,18.0,11.4421,3808,3
International Journal of Applied and Basic Medical Research,1,18,18.0,0.0,3809,3
The Economic Journal,1,18,18.0,2.1175,3810,3
Timisoara Journal of Economics and Business,1,18,18.0,1.3335,3811,3
African Journal of Biomedical Research,1,17,17.0,0.4706,3812,3
Diversity & Equality in Health and Care,1,17,17.0,0.8313,3813,3
International Review of Social History,1,17,17.0,3.4745,3814,3
Journal of Dental Research,1,17,17.0,11.1292,3815,3
Journal of Financial Services Marketing,1,17,17.0,5.2871,3816,3
Journal of Global Marketing,1,17,17.0,0.0,3817,3
Journal of Occupational Health,1,17,17.0,2.839,3818,3
Renal Replacement Therapy,1,17,17.0,1.2676,3819,3
Trakia Journal of Sciences,1,17,17.0,0.6724,3820,3
AIDS,1,16,16.0,2.0719,3821,3
Forman Journal of Economic Studies,1,16,16.0,0.0,3822,3
International Journal of Learning and Development,1,16,16.0,0.0,3823,3
International Journal of Public Policy and Administration Research,1,16,16.0,3.6401,3824,3
Societies,1,16,16.0,2.1535,3825,3
African Journal of Medical and Health Sciences,1,15,15.0,0.0,3826,3
Food Policy,1,15,15.0,1.4998,3827,3
International Journal of Injury Control and Safety Promotion,1,15,15.0,1.4878,3828,3
Journal of Applied Sciences,1,15,15.0,0.4265,3829,3
Journal of Medical Internet Research,1,15,15.0,5.5566,3830,3
Journal of Natural Science Biology and Medicine,1,15,15.0,1.2534,3831,3
MEDICC Review,1,15,15.0,1.3847,3832,3
British Journal of Economics Management & Trade,1,14,14.0,2.0022,3833,3
International Journal of General Medicine,1,14,14.0,1.5913,3834,3
Kidney International Reports,1,14,14.0,1.1033,3835,3
PharmacoEconomics - Open,1,14,14.0,2.356,3836,3
Scandinavian Journal of Social Medicine,1,14,14.0,1.2114,3837,3
Journal of End-to-End-testing,1,13,13.0,1.7077,3838,3
Journal of Medicine Surgery and Public Health,1,13,13.0,3.1849,3839,3
Journal of Tropical Pediatrics,1,13,13.0,0.4789,3840,3
Medical Anthropology,1,13,13.0,2.6486,3841,3
Regional Science Policy & Practice,1,13,13.0,4.8459,3842,3
Vaccine,1,13,13.0,0.938,3843,3
Critical Public Health,1,12,12.0,3.1997,3844,3
Ghana Studies,1,12,12.0,0.4177,3845,3
Global Policy,1,12,12.0,3.3505,3846,3
International Journal of Economic Sciences,1,12,12.0,1.9884,3847,3
International Journal of Self Help and Self Care,1,12,12.0,1.5096,3848,3
Rwanda Journal,1,12,12.0,0.6724,3849,3
American Journal of Social and Management Sciences,1,11,11.0,0.0,3850,3
Asian Pacific Journal of Cancer Care,1,11,11.0,1.4972,3851,3
BMC Infectious Diseases,1,11,11.0,2.1969,3852,3
Comptes Rendus Biologies,1,11,11.0,1.0475,3853,3
International Journal of Tropical Medicine,1,11,11.0,1.2269,3854,3
Pediatric Blood & Cancer,1,11,11.0,1.4381,3855,3
International Journal of Drug Development and Research,1,10,10.0,0.0,3856,3
International Journal of Health & Allied Sciences,1,10,10.0,2.4232,3857,3
International journal of health and life sciences,1,10,10.0,1.3239,3858,3
Journal of Clinical Sciences,1,10,10.0,0.0,3859,3
Journal of Developing Economies,1,10,10.0,2.3341,3860,3
Journal of Humanities and Applied Social Sciences,1,10,10.0,1.3327,3861,3
Journal of Policy Modeling,1,10,10.0,0.9069,3862,3
MOJ Public Health,1,10,10.0,1.5227,3863,3
Postgraduate Medical Journal,1,10,10.0,0.8856,3864,3
Public Administration and Policy,1,10,10.0,0.8769,3865,3
South Asian Survey,1,10,10.0,0.4506,3866,3
The Scientific World JOURNAL,1,10,10.0,1.9731,3867,3
African Journal of Economic Policy,1,9,9.0,0.6123,3868,3
American Journal of Hematology,1,9,9.0,0.0,3869,3
Archives of Pharmacy Practice,1,9,9.0,0.3021,3870,3
Asian Journal of Research in Medical and Pharmaceutical Sciences,1,9,9.0,0.8491,3871,3
Asian and Pacific migration journal,1,9,9.0,2.2732,3872,3
Economics Management and Financial Markets,1,9,9.0,0.0,3873,3
European Journal of Medical and Health Research,1,9,9.0,3.6541,3874,3
Feminist Economics,1,9,9.0,0.0,3875,3
Forest Policy and Economics,1,9,9.0,0.5106,3876,3
Health Economics & Outcome Research Open Access,1,9,9.0,1.2739,3877,3
International Journal of Maternal and Child Health and AIDS,1,9,9.0,1.0286,3878,3
International Journal of Medicine and Medical Sciences,1,9,9.0,3.4579,3879,3
JMIR mhealth and uhealth,1,9,9.0,0.6701,3880,3
Journal of Geriatric Mental Health,1,9,9.0,0.6474,3881,3
Journal of Pharmaceutics,1,9,9.0,0.7493,3882,3
Journal of Public Health Policy,1,9,9.0,1.4968,3883,3
Journal of Scientific Research and Reports,1,9,9.0,1.8807,3884,3
Review of Behavioral Finance,1,9,9.0,1.5025,3885,3
SAGE Open Nursing,1,9,9.0,1.79,3886,3
African Journal of Oral Health,1,8,8.0,0.0,3887,3
Central African Journal of Medicine,1,8,8.0,0.4324,3888,3
Cogent Medicine,1,8,8.0,1.4554,3889,3
Health and Technology,1,8,8.0,1.3604,3890,3
Heart Asia,1,8,8.0,0.5674,3891,3
Indian Journal of Occupational and Environmental Medicine,1,8,8.0,0.5539,3892,3
International Journal of Perceptions in Public Health,1,8,8.0,0.6612,3893,3
International Journal of Social and Administrative Sciences,1,8,8.0,1.272,3894,3
J of Health Science,1,8,8.0,1.2939,3895,3
Journal of Indian College of Cardiology,1,8,8.0,1.3332,3896,3
Open Medicine Journal,1,8,8.0,0.8756,3897,3
Politique africaine,1,8,8.0,2.4999,3898,3
Public Health in Practice,1,8,8.0,11.8405,3899,3
Public health reviews,1,8,8.0,0.8987,3900,3
Revista de Saúde Pública,1,8,8.0,0.4071,3901,3
Surgery,1,8,8.0,1.9745,3902,3
ANNALS AND ESSENCES OF DENTISTRY,1,7,7.0,0.0,3903,3
African Journal of Science Technology Innovation and Development,1,7,7.0,0.5459,3904,3
BMC Nephrology,1,7,7.0,2.8514,3905,3
BioScience Trends,1,7,7.0,0.0,3906,3
Clinical Nephrology,1,7,7.0,1.2786,3907,3
Health care science,1,7,7.0,1.7183,3908,3
Indian Journal of Private Psychiatry,1,7,7.0,1.103,3909,3
International Journal of Cardiology Cardiovascular Risk and Prevention,1,7,7.0,1.4437,3910,3
International Journal of Computer Science Engineering and Applications,1,7,7.0,0.0,3911,3
International Journal of Medical Case Reports and Reviews,1,7,7.0,2.5941,3912,3
International Journal of Migration Health and Social Care,1,7,7.0,0.3088,3913,3
Journal of Diabetology,1,7,7.0,0.4219,3914,3
Journal of Education Society and Behavioural Science,1,7,7.0,0.6331,3915,3
Journal of Global Health Reports,1,7,7.0,1.364,3916,3
Journal of Health Research and Reviews,1,7,7.0,0.7616,3917,3
Journal of Islamic Monetary Economics and Finance,1,7,7.0,0.838,3918,3
Journal of Planning and Land Management,1,7,7.0,1.103,3919,3
Nephrology Dialysis Transplantation,1,7,7.0,1.6168,3920,3
Shanlax International Journal of Commerce,1,7,7.0,0.9418,3921,3
Vaccine X,1,7,7.0,2.2462,3922,3
American Journal of Engineering and Applied Sciences,1,6,6.0,2.6813,3923,3
Asian-Pacific Economic Literature,1,6,6.0,1.9673,3924,3
BMC Digital Health,1,6,6.0,1.8692,3925,3
BMC Medical Research Methodology,1,6,6.0,0.7493,3926,3
Bangladesh Journal of Medical Education,1,6,6.0,0.588,3927,3
Global Journal on Quality and Safety in Healthcare,1,6,6.0,4.0806,3928,3
Health Systems,1,6,6.0,0.6514,3929,3
Indiana Journal of Global Legal Studies,1,6,6.0,0.666,3930,3
International Healthcare Research Journal,1,6,6.0,0.0,3931,3
International Journal of Banking Risk and Insurance,1,6,6.0,0.0,3932,3
Journal of Agriculture and Food Research,1,6,6.0,5.2608,3933,3
Journal of Demographic Economics,1,6,6.0,1.6165,3934,3
Oxford Open Digital Health,1,6,6.0,3.9071,3935,3
Risks,1,6,6.0,1.4761,3936,3
The Journal of Maternal-Fetal & Neonatal Medicine,1,6,6.0,0.5874,3937,3
The Journal of the Economics of Ageing,1,6,6.0,0.8478,3938,3
経済研究,1,6,6.0,1.7302,3939,3
Archives of Medicine and Health Sciences,1,5,5.0,0.8348,3940,3
Asian Journal of Economic Modelling,1,5,5.0,1.2271,3941,3
Asian Review of Social Sciences,1,5,5.0,0.0,3942,3
Curationis,1,5,5.0,0.5695,3943,3
Disability CBR & Inclusive Development,1,5,5.0,0.8041,3944,3
Egyptian Journal of Occupational Medicine,1,5,5.0,0.0,3945,3
Global Health Journal,1,5,5.0,2.0117,3946,3
Health Care For Women International,1,5,5.0,0.4525,3947,3
Ibadan Journal of Sociology,1,5,5.0,0.8719,3948,3
Indian Journal of Forensic and Community Medicine,1,5,5.0,0.0,3949,3
Indian Journal of Labour Economics,1,5,5.0,1.2321,3950,3
Indian Public Policy Review,1,5,5.0,3.1328,3951,3
International Journal of Health Sciences and Research,1,5,5.0,0.6247,3952,3
Journal of Evolution of Medical and Dental Sciences,1,5,5.0,0.0,3953,3
Journal of Lumbini Medical College,1,5,5.0,0.6564,3954,3
Journal of Oral Health and Community Dentistry,1,5,5.0,0.4601,3955,3
Journal of Self-Governance and Management Economics,1,5,5.0,0.0,3956,3
NURTURE,1,5,5.0,1.8513,3957,3
Nepal Medical Journal,1,5,5.0,0.4343,3958,3
Open Health,1,5,5.0,2.0535,3959,3
Perspectives in Public Health,1,5,5.0,1.8638,3960,3
Population review,1,5,5.0,0.0,3961,3
Port Harcourt Medical Journal,1,5,5.0,0.6133,3962,3
Public Finance and Management,1,5,5.0,0.0,3963,3
TAF Preventive Medicine Bulletin,1,5,5.0,2.4135,3964,3
The Hastings Center Report,1,5,5.0,1.0617,3965,3
UDS International Journal of Development,1,5,5.0,1.0356,3966,3
Urban Forum,1,5,5.0,1.7511,3967,3
Verslas teorija ir praktika,1,5,5.0,0.3283,3968,3
The Journal of developing areas,1,5,5.0,1.039,3969,3
AIMS Mathematics,1,4,4.0,1.4884,3970,3
Africa Development,1,4,4.0,0.9376,3971,3
Canadian Journal of Surgery,1,4,4.0,0.0,3972,3
Child Indicators Research,1,4,4.0,0.4125,3973,3
Clinical Case Reports and Reviews,1,4,4.0,0.0,3974,3
Forum for Health Economics & Policy,1,4,4.0,0.0,3975,3
Global Heart,1,4,4.0,41.839,3976,3
India Policy Forum,1,4,4.0,1.3674,3977,3
Indian Journal of Thoracic and Cardiovascular Surgery,1,4,4.0,0.9857,3978,3
International Journal of Geoinformatics,1,4,4.0,1.6938,3979,3
International Journal of Healthcare,1,4,4.0,0.8811,3980,3
International Journal of Productivity and Performance Management,1,4,4.0,2.7273,3981,3
Journal of African Development,1,4,4.0,0.5038,3982,3
Journal of BP Koirala Institute of Health Sciences,1,4,4.0,0.6622,3983,3
Journal of Public Administration and Policy Research,1,4,4.0,0.7123,3984,3
KINFORMS,1,4,4.0,1.0886,3985,3
Mathematical Modelling and Engineering Problems,1,4,4.0,0.1789,3986,3
Menoufia Medical Journal,1,4,4.0,0.0,3987,3
Nutrition & Food Science,1,4,4.0,0.9554,3988,3
Pharmacology &amp Pharmacy,1,4,4.0,0.4831,3989,3
Postgraduate Medical Journal of Ghana,1,4,4.0,0.2066,3990,3
Prabandhan Indian Journal of Management,1,4,4.0,0.0,3991,3
Science Journal of Applied Mathematics and Statistics,1,4,4.0,1.3512,3992,3
Seikei ronsō/Review of economics and political science,1,4,4.0,0.6954,3993,3
South African Historical Journal,1,4,4.0,1.9152,3994,3
The Economic Research,1,4,4.0,0.0,3995,3
The Internet Journal of Health,1,4,4.0,0.4077,3996,3
ARBITRASE Journal of Economics and Accounting,1,3,3.0,0.5681,3997,3
ARC Journal of Clinical Case Reports,1,3,3.0,0.5333,3998,3
