author_id,author,publications,corpus_h_index
A5062250544,Panos Kanavos,1,1
A5062318760,A. Culp,1,1
A5062359733,Eunice Kimunai,1,1
A5062379100,Verónica Vargas,1,1
A5062401472,Alene Matsentu,1,1
A5062413376,Wajeeha Raza,1,1
A5062417513,Muhammad Makusidi,1,1
A5062431830,Md. Abdur Rafi,1,1
A5062444868,Yaw Adu‐Sarkodie,1,1
A5062446552,Neha Singhal,1,1
A5062477410,Mohamad Alameddine,1,1
A5062486838,Ashleigh Jane Dunworth,1,1
A5062495800,ATAKLTI T. GESSESSE,1,1
A5062514087,Kassu Ketema Gurmu,1,1
A5062519236,Alie Sié,1,1
A5062520831,Alexander Øst,1,1
A5062543242,Rekha Shanmugam,1,1
A5062549269,Douglas Webb,1,1
A5062564383,Ikechi Ogbonna,1,1
A5062572538,Florence Rashidi,1,1
A5062628663,Diane Vergnaud,1,1
A5062632997,Ali Ahsan MOJAHID,1,1
A5062637181,Fabienne B. Fischer,1,1
A5062666098,Sarah Pokuaah,1,1
A5062670578,V. Devi Nair,1,1
A5062677829,Bhavna Bharati,1,1
A5062681520,Martha Quiodettis,1,1
A5062690485,Pham Van Bui,1,1
A5062719469,Milton I. Roemer,1,1
A5062721842,Mubaric Yakubu,1,1
A5062751945,Priti Patil,1,1
A5062756331,Sumit Kane,1,1
A5062761845,Akinola Ayoola Fatiregun,1,1
A5062774668,A. Udu Amah,1,1
A5062799441,Taiwo W. Oyeniyi,1,1
A5062800404,Samrawit Mihret Fetene,1,1
A5062824031,Sanjay Manocha,1,1
A5062829755,Dhruba Lal Pandey,1,1
A5062885340,Sachin Pokharel,1,1
A5062885785,Jyothi Bhat,1,1
A5062889731,A. David Paltiel,1,1
A5062897106,Rajani Pokharel,1,1
A5062934901,Olayinka Stephen,1,1
A5062943851,Eyob Zere Asbu,1,1
A5062954823,Saleema Razvi,1,1
A5062956533,Thomas Mbeeli,1,1
A5062964524,Halima U. Nagado,1,1
A5062977125,Adama Baguiya,1,1
A5063036208,Wangari Ng’ang’a,1,1
A5063048568,Joshua Tambe,1,1
A5063074652,Chali Jirra,1,1
A5063080409,Professor Reuben M. Matheka,1,1
A5063093157,Abubakar Saddiqque,1,1
A5063111501,Abby Chapin,1,1
A5063113542,Mahaman Mourtala Abdou Illou,1,1
A5063115936,Damian Walker,1,1
A5063125787,Laurenda Zinsou,1,1
A5063134539,David Watkins,1,1
A5063149269,Elvira Riungu,1,1
A5063156201,Virendra S Ligade,1,1
A5063165820,David I. Levine,1,1
A5063174839,Katarzyna Dubas‐Jakóbczyk,1,1
A5063185419,Oluwaseyi Muyiwa Egbewande,1,1
A5063226215,Yihalem Abebe Belay,1,1
A5063265821,Caroline Waithera,1,1
A5063271528,Yennuten Paarima,1,1
A5063294133,Beverley M. Essue,1,1
A5063307233,Ranjana S Suresh,1,1
A5063307710,Sonica Singhal,1,1
A5063309468,Renske van der Wal,1,1
A5063316359,Lester Sam A. Geroy,1,1
A5063317279,Teferi Gedif Fenta,1,1
A5063336815,Foluke C. Olaniyi,1,1
A5063339125,Geta Asrade,1,1
A5063352126,Zuberi Muvunyi,1,1
A5063360025,Meignana Arumugham Indiran,1,1
A5063376231,Reena Badiani-Magnusson,1,1
A5063376287,Richard Cooper,1,1
A5063378460,Émilie Robert,1,1
A5063380964,Binyam Fekadu Desta,1,1
A5063416580,Consolata Ngala,1,1
A5063460360,Kaelan A. Moat,1,1
A5063472240,Hyejin Jung,1,1
A5063479548,Udochukwu Godfrey Ogbonna,1,1
A5063480882,Ibrahimu Mdala,1,1
A5063507672,Priya Rathi,1,1
A5063516735,Joseph Juma Nyamai,1,1
A5063520068,Eugene Benjamin Meshi,1,1
A5063552296,L. Kumaranayake,1,1
A5063577654,Yetunde Kuyinu,1,1
A5063590309,Leonard Ndayizeye,1,1
A5063605006,Usman Aishat Bukola,1,1
A5063619498,M. Swaroop,1,1
A5063633812,Sangha Mitra Godi,1,1
A5063635697,Zakia Cheikh,1,1
A5063641190,Shiv H Joshi,1,1
A5063680347,Hussein Abdur-Razzaq,1,1
A5063696170,Archibong E. Ironbar,1,1
A5063702101,Guy Hutton,1,1
A5063704494,Danson Sylvester Kahyana,1,1
A5063705495,Frank G. Feeley,1,1
A5063735490,Terhemen Agabo,1,1
A5063738853,Kiran Kumar Paidipati,1,1
A5063750842,Abdulrahman Ahmed,1,1
A5063756784,Victory Ekpin,1,1
A5063770433,Wezi Marianne Msisha,1,1
A5063801084,Felix Roth,1,1
A5063809696,Raya Mussa,1,1
A5063809711,Valérie R. Louis,1,1
A5063836292,Kennedy Nyabuto Ocharo,1,1
A5063841775,Rachel Koch,1,1
A5063863457,R. Latha,1,1
A5063888661,Y. Nagaraju,1,1
A5063917703,GK Umashankar,1,1
A5063922857,Benyam Seifu,1,1
A5063923735,Jobinse Jose,1,1
A5063938191,Daria Szkwarko,1,1
A5063944315,Md Shahadath Hossain,1,1
A5063946058,Asma Balal,1,1
A5063946470,Angela K. Moturi,1,1
A5063950280,Nikha Bhardwaj,1,1
A5063981445,Koradala Venkateshwarlu,1,1
A5064001236,Sarya Swed,1,1
A5064002552,Samuel Asante Gyamerah,1,1
A5064005283,Issa Sombié,1,1
A5064028392,Arlene M. Katz,1,1
A5064039341,Gimbo Hyuha,1,1
A5064066225,Shweta Marathe,1,1
A5064071401,Olatunde Ogundare,1,1
A5064117735,Dirk Horemans,1,1
A5064117959,Saumya Misra,1,1
A5064125439,Bhakti U Sarang,1,1
A5064127038,Meghna Ghosh,1,1
A5064151120,Stefanie Dreger,1,1
A5064199100,Rosalind Parkes‐Ratanshi,1,1
A5064213694,Laura J. Ruhl,1,1
A5064215259,Hala Jassim AlMossawi,1,1
A5064216123,Vivian N. Shaahu,1,1
A5064255502,Monica M. Sheth,1,1
A5064257319,John Chalker,1,1
A5064279998,Rolf Heinmüller,1,1
A5064285246,N’koué Emmanuel Sambieni,1,1
A5064289486,Hilawi Kifle,1,1
A5064290976,Sailesh Mohan,1,1
A5064291326,Adebayo Felix Adekoya,1,1
A5064293142,Leja Hamza Juhar,1,1
A5064307431,Pascalina Chanda‐Kapata,1,1
A5064309073,Chetan Kumar T M Chetan Kumar T M,1,1
A5064311536,Nikhil Shah,1,1
A5064328397,Alex Asakitikpi,1,1
A5064332338,Eleanor Grieve,1,1
A5064332895,Olzhas Shulenbayev,1,1
A5064364424,George-Anokwuru Chioma Chidinma,1,1
A5064393625,Junfang Xu,1,1
A5064406612,Devine Azameti,1,1
A5064435154,Bethelihem Tigabu Tarekegn,1,1
A5064443347,Pard Teekasap,1,1
A5064479166,Felix Archibong,1,1
A5064501124,Fozia Hamid,1,1
A5064518566,Nuzhat Fatema,1,1
A5064531801,Jean Joël Bigna,1,1
A5064554361,Bridget R. Irwin,1,1
A5064567752,Siyabonga Ndwandwe,1,1
A5064595989,Rajendra Shrivastav,1,1
A5064629134,Mhd Homam Safiah,1,1
A5064630811,Andrea Rishworth,1,1
A5064672652,Dominic E. Azuh,1,1
A5064691010,Lingrui Liu,1,1
A5064716614,Benjamin Asubam Weyori,1,1
A5064717671,Paige Lacy,1,1
A5064720245,Binyam Tilahun,1,1
A5064734937,Sujitha Pandian,1,1
A5064746778,H. I. Mbachu,1,1
A5064751379,Julia Teerling,1,1
A5064768681,Machiraju Aswini,1,1
A5064782436,Sami Almustanyir,1,1
A5064792214,Sowo A. Lebbie,1,1
A5064837791,Joel Hähnle,1,1
A5064839149,Corine Karema,1,1
A5064860616,K. S. Jacob,1,1
A5064863028,L. F. Awosika,1,1
A5064895892,Gershom Atukunda,1,1
A5064900485,Meenakshi Kaul,1,1
A5064941635,Monali Mohan,1,1
A5064971412,Amidu A.Quazeem,1,1
A5064980601,Sarah Jane Commander,1,1
A5064988338,Fauster Agbenyo,1,1
A5064996587,Sadaf G Sepanlou,1,1
A5064998222,Sylvester Etenikang Abeshi,1,1
A5064999050,Adeleke Gabriel Aremo,1,1
A5065027404,Kanyiva Muindi,1,1
A5065054318,Şenol Dane,1,1
A5065056885,Ujjwal Pyakurel,1,1
A5065060556,Chikosolu Yvonne Okiche,1,1
A5065091590,Israel Abebrese Sefah,1,1
A5065105320,Ejiroghene Martha Umuerri,1,1
A5065107915,Seb Mhatre,1,1
A5065116120,S.A. Lourenço,1,1
A5065134793,Bunnareth Tuot,1,1
A5065137425,Lamin Njie,1,1
A5065193973,Prisca Olabisi Adejumo,1,1
A5065208344,Adobea Yaa Owusu,1,1
A5065217433,Basundhara Sharma,1,1
A5065231310,Olutobi Adekunle Sanuade,1,1
A5065239574,Ruairı́ Brugha,1,1
A5065260488,D. Marbaniang,1,1
A5065273425,Udit Choubey,1,1
A5065302842,David Umoru,1,1
A5065305553,Dominic Heaney,1,1
A5065312720,Paul Eze,1,1
A5065313425,Muayad Albadrani,1,1
A5065317254,Almaz Tefera Gonete,1,1
A5065323891,Abiola Adepase,1,1
A5065340483,Achyut Chandra Baishya,1,1
A5065341298,Sani Mohamadou,1,1
A5065369955,Aynalem Hailemichael,1,1
A5065375190,Kenneth Harttgen,1,1
A5065385476,K.A. Alantinga,1,1
A5065390160,James Nyikal,1,1
A5065400988,Peilong Liu,1,1
A5065441434,L.V. Monareng,1,1
A5065467629,Lamrot Yohannes,1,1
A5065485383,Doris Ottie-Boakye,1,1
A5065499691,Ṣẹ̀yẹ Abímbọ́lá,1,1
A5065519248,Ishaan K. Desai,1,1
A5065549186,Alice Uwingabiye,1,1
A5065558651,Mebratu Negera,1,1
A5065582481,Fouzi Mourji,1,1
A5065628547,Ashish K. Solanki,1,1
A5065629845,Vishwajeet Kumar,1,1
A5065660963,Myung-Bae Park,1,1
A5065688491,ANGELA NJOKI KIARIE,1,1
A5065692942,Phyllida Travis,1,1
A5065773848,Costase Ndayishimiye,1,1
A5065780732,Nestor Naabulee Nasage,1,1
A5065801825,Tarik A. Rashid,1,1
A5065805655,Olufunmilayo S. Tajudeen,1,1
A5065827081,Jagnoor Jagnoor,1,1
A5065831006,Yannick Onana,1,1
A5065876899,D. Esau,1,1
A5065885074,Bhaskar Purohit,1,1
A5065886951,Puja Roshani,1,1
A5065909953,Zalalem Kaba Babure,1,1
A5065922058,Tri Erri Astoeti,1,1
A5065931924,Sunita Saldanha,1,1
A5065936735,Immaculate Mary,1,1
A5065993194,Luketero Stephen Wanyonyi,1,1
A5065994843,Anthony Nketia,1,1
A5065995765,Utpal Nandi,1,1
A5066005559,Edidiong Ime Frank,1,1
A5066032922,Dhurba Khatri,1,1
A5066074957,Adamu Addissie,1,1
A5066090344,Anto P. Rajkumar,1,1
A5066092187,K Parthipan,1,1
A5066098688,Shikha Goyal,1,1
A5066105825,Kwadwo Ansong Asante,1,1
A5066193475,Wassiuw Abdul Rahaman,1,1
A5066208004,Ngo Valery Ngo,1,1
A5066210364,Muhammad Aqeel,1,1
A5066238178,Etsay Woldu Anbesu,1,1
A5066255621,Wafa Chemao-Elfihri,1,1
A5066287066,Mubarik Salifu,1,1
A5066292113,Yuanli Liu,1,1
A5066294929,Ramesh Nataraja,1,1
A5066296411,Noël Thiombiano,1,1
A5066312904,Francis Yeji,1,1
A5066350005,Fatehelrahman Elmahadi,1,1
A5066354738,John Shotton,1,1
A5066381348,Rewan Kumar Dahal,1,1
A5066395240,Khattak Iu,1,1
A5066431902,S. Reshamwalla,1,1
A5066440332,Angela Brand,1,1
A5066451203,Frida Shayo,1,1
A5066453123,Befirdu Mulatu,1,1
A5066464611,Meenu Bala,1,1
A5066471653,Sandeep Nallapu,1,1
A5066473593,Noel Varghese,1,1
A5066485999,Adebukola Ajite,1,1
A5066493882,Peter Chilipweli,1,1
A5066495357,Mobolaji Timothy Olagunju,1,1
A5066566927,Wim Hardeman,1,1
A5066568982,Daniel Onyeje,1,1
A5066579482,Anna H. van’t Hoog,1,1
A5066599550,Jan van Lente,1,1
A5066609583,Iboro Nelson,1,1
A5066677212,Jean Perrot,1,1
A5066744685,Hiromi Obara,1,1
A5066782677,Simeon Beluonwu Onyemaechi,1,1
A5066790390,Dessalegn Ajema Berbada,1,1
A5066832372,Sabrina Ching Yuen Luk,1,1
A5066838921,Mohammed Seid Ali,1,1
A5066847037,Uche C. Isiugo-Abanihe,1,1
A5066856251,Jamiu Ganiyu,1,1
A5066868621,Hermès Karemere,1,1
A5066904951,Christopher Garimoi Orach,1,1
A5066910603,Edris Hasanpoor,1,1
A5066919403,D. Yaw Atiglo,1,1
A5066938161,P. O. Eriki,1,1
A5066954034,John Mungai,1,1
A5066957070,Desu Abdisa,1,1
A5066961451,Ojwang Hellen Atieno,1,1
A5066963154,Jamal-Deen Kukurah,1,1
A5067001590,László Vértesy,1,1
A5067015348,Lunghile Mhlaba,1,1
A5067026062,Abuneh Zemene,1,1
A5067031407,Suzan Abdel‐Rahman,1,1
A5067087754,Raphaël Muanza Nzuzi,1,1
A5067090618,Siripen Supakankunti,1,1
A5067092581,Ethel Tekpor,1,1
A5067100408,PU Njoku,1,1
A5067106390,C. Wissocq,1,1
A5067131268,Inès Ayadi,1,1
A5067140936,Joseph Elikem Efui Acolatse,1,1
A5067142041,H. H. Khan,1,1
A5067144185,Kristine Husøy Onarheim,1,1
A5067179074,Seema Sharma,1,1
A5067193798,Ahmed Shoukry Rashad,1,1
A5067198027,C. Ikeani.,1,1
A5067221806,Melake Demena,1,1
A5067222782,Jacqueline Nkrumah,1,1
A5067251407,Ahmed Idris,1,1
A5067264988,Mahaman Moha,1,1
A5067274873,Annegien Wilms,1,1
A5067284639,J Ruiz,1,1
A5067326644,Sonia Metwally,1,1
A5067328209,Prabhdeep Kaur,1,1
A5067341997,Jean Jacques Dominique Beraud,1,1
A5067343339,Louis Asiedu,1,1
A5067368677,Alocate Zvikaramba,1,1
A5067373814,Elizabeth Miranda,1,1
A5067406396,Ben Ababio-Danso,1,1
A5067410829,Jugal Kishore,1,1
A5067419427,Arunesh Garg,1,1
A5067433332,Mircea Beuran,1,1
A5067444025,Maureen Uche,1,1
A5067459370,Mustefa Glagn Abdilwohab,1,1
A5067474467,Mamadou Kourouma,1,1
A5067482159,Clémence Schantz,1,1
A5067509883,Denis J. Garand,1,1
A5067540513,James Atta Peprah,1,1
A5067557867,Onyeche Vange,1,1
A5067586218,Joseph Edem-Hotah,1,1
A5067598014,Nasrullo Abdujabarov,1,1
A5067598965,Geoffrey A. Anderson,1,1
A5067599998,Charles Stephen Tundui,1,1
A5067625820,Adebayo Adedokun,1,1
A5067633926,Peter Kangwagye,1,1
A5067650521,Himanshu Chaurasia,1,1
A5067653610,AK Adeneye,1,1
A5067669537,Surya Surendran,1,1
A5067674564,A Sobha,1,1
A5067737163,Madan Mohan Dutta,1,1
A5067764196,Md Tauhidul Islam,1,1
A5067765468,Vineeta Shobha,1,1
A5067778178,Elsabeth Addisu,1,1
A5067780438,Anuj Shukla,1,1
A5067792752,P A Adebobola,1,1
A5067803515,Mamdouh Abdulaziz Saleh Al‐Faryan,1,1
A5067829306,Thunwadee Tachapattaworakul Suksaroj,1,1
A5067872651,Eran Bendavid,1,1
A5067917218,Michael Pine,1,1
A5067945409,Bassey Ebenso,1,1
A5067950331,Dewan Tasnia Azad,1,1
A5067962994,Ian Anderson,1,1
A5067966665,Rachel Polimeni,1,1
A5067966886,Sylviane Dongmo,1,1
A5067977124,Rachel Thrasher,1,1
A5067982209,Chaning Jang,1,1
A5067983704,Lionel Demery,1,1
A5068002075,Joseph Akuamoah-Boateng,1,1
A5068025252,Kalu I. Ugbor,1,1
A5068043497,Chinonso Obayi,1,1
A5068050247,Chenjerai Sismayi,1,1
A5068059797,Khaliq Ahmad,1,1
A5068065706,Biraj Kanti Shome,1,1
A5068108660,Olufunke Alaba,1,1
A5068165791,Ana Tomás,1,1
A5068170649,Kotb Abbass Metwalley,1,1
A5068179703,Charles Kwanin,1,1
A5068195843,Leila Achour,1,1
A5068205096,Jorge A Saavedra-Lopez,1,1
A5068213819,Maria Lohan,1,1
A5068232090,Msf Drc Team,1,1
A5068232143,AbbaMaryam Daso,1,1
A5068239389,Monica Agarwal,1,1
A5068256644,Mahena Gildas Anago,1,1
A5068263162,CNdu Anne,1,1
A5068297501,Anna Gage,1,1
A5068314079,Stephen Kwasi Opuku Duku,1,1
A5068322073,S. Nikolaou,1,1
A5068360407,Robert Bella Kuganab Lem,1,1
A5068388193,Ciamala Mukendi Paul,1,1
A5068394005,Regis Hitimana,1,1
A5068415187,Temesgen Tilahun,1,1
A5068436734,Rahma Novita Asdary,1,1
A5068447447,Kasim Ebrahim,1,1
A5068449536,Priti Gupta,1,1
A5068451826,Peter O Okebukola,1,1
A5068476816,Mustafa Z Younis,1,1
A5068494318,Segnon T. Aguey,1,1
A5068496319,Emelda A. Okiro,1,1
A5068525284,Ahmed Yehia Khalifa,1,1
A5068535433,Amit Agarwal,1,1
A5068540846,Issaka Sayi Abdul Hamid,1,1
A5068547467,Nayeem Ahmad Bhat,1,1
A5068552155,Teresa Guthrie,1,1
A5068555420,Tarun Kalra,1,1
A5068593213,Florian Klohn,1,1
A5068595933,Eduardo A. Undurraga,1,1
A5068603621,Neha Shri,1,1
A5068627546,Parfait Uwaliraye,1,1
A5068662381,Amit Kumar,1,1
A5068665342,Natalie Schellack,1,1
A5068673078,Marisennayya Senapathy,1,1
A5068736193,Tisha Dasgupta,1,1
A5068745078,Phoebe Appiagyei,1,1
A5068747619,Anirban Dalui,1,1
A5068753004,H. Ngalaa,1,1
A5068765421,Anneloes Seijffert,1,1
A5068787400,Deepa Barua,1,1
A5068787717,Beletech Fentie,1,1
A5068831803,Ahmed Shoaib Hussain,1,1
A5068869124,Innocent B. Mboya,1,1
A5069023921,Mouhamed Samba,1,1
A5069044817,Joana Falcão,1,1
A5069054032,Pascal Nitiéma,1,1
A5069067415,Omeonu P.E.,1,1
A5069075885,Claire Wagner,1,1
A5069113685,EA Envuladu,1,1
A5069126335,Abson Chompolola,1,1
A5069127234,Emily Callander,1,1
A5069143766,Finn McGuire,1,1
A5069166180,Greg Fegan,1,1
A5069199688,K Krstić,1,1
A5069242968,Vinod B. Annigeri,1,1
A5069254637,Timothée Gandaho,1,1
A5069259056,Samuelina Arthur,1,1
A5069269507,Teresa Skelton,1,1
A5069272648,Tobias de Wit,1,1
A5069293301,Gaurav Meratwal,1,1
A5069298797,Dorcas Kamguem Keng,1,1
A5069321488,Shibiru Tesema Berkesa,1,1
A5069336868,Bernard Frempong,1,1
A5069339067,Hervé J.-L. Guéné,1,1
A5069342344,Bezanesh Melese Masresha,1,1
A5069347653,Rachel E. Murray‐Watson,1,1
A5069371136,Yofitahe Yohanis,1,1
A5069383283,Francis Nangbeviel Sanyare,1,1
A5069390600,Pradeep Deshmukh,1,1
A5069400730,John Sobanjo,1,1
A5069401614,Oluwole Odutolu,1,1
A5069415850,M. Ramesh,1,1
A5069461904,Kush K. Bhagat,1,1
A5069477085,Luís Pino,1,1
A5069499044,Md. Mezanur Rahman,1,1
A5069533082,Gopalakrishnan Netuveli,1,1
A5069550689,Derick Blaauw,1,1
A5069571470,Bidemi Christy Agboola,1,1
A5069581071,T Mark,1,1
A5069590909,Charles Ruranga,1,1
A5069593358,Hayriye Işık,1,1
A5069620662,Hasan Saber,1,1
A5069639171,Seyram Kemawor,1,1
A5069642807,David H. Howard,1,1
A5069668626,Éva Rumpler,1,1
A5069679265,Rungroj Krittayaphong,1,1
A5069694802,Md. Hasan Howlader,1,1
A5069728608,Sumathy Rangarajan,1,1
A5069774309,Katongo M. C. Musonda,1,1
A5069810467,Khushboo Balani,1,1
A5069840127,Indrani Roy Chowdhury,1,1
A5069855402,FeziechukwuCollins Nnaji,1,1
A5069856293,Iyabode Adetoro Gbadamosi,1,1
A5069870045,Mehak Majeed,1,1
A5069888360,Lawrence O. Gostin,1,1
A5069889346,Doumbia Coumba Thiam,1,1
A5069893044,Katy Osborne,1,1
A5069933255,Allen M. Jackson,1,1
A5069946936,V Sudhakar,1,1
A5069957750,Prabin Kumar Karki,1,1
A5069971062,Prafulla W. Sudame,1,1
A5069995138,Hitoshi Murakami,1,1
A5070010392,Darius Lakdawalla,1,1
A5070014888,Niraj Pandit,1,1
A5070075720,Erigene Rutayisire,1,1
A5070086828,Adefunke Olarinre Babatola,1,1
A5070102574,Lubna Naz,1,1
A5070115156,W. A. G. GRAHAM,1,1
A5070156674,Vikram Patel,1,1
A5070159257,Kwangaika Mwala Sinjela,1,1
A5070217302,Danik Iga Prasiska,1,1
A5070230932,Chairina Hanum Siregar,1,1
A5070262585,Dina Idriss-Wheeler,1,1
A5070277720,G. Ramakrishna,1,1
A5070279558,Eleanya Nduka,1,1
A5070281210,Rajamohanan K Pillai,1,1
A5070281390,Sílvia Garcia‐Mandicó,1,1
A5070300537,Ronald Tran Ba Huy,1,1
A5070352066,Ojasvini Bali,1,1
A5070353930,Peter Yamoah,1,1
A5070364871,Neha Ahire,1,1
A5070369613,Misganaw Guadie Tiruneh,1,1
A5070412193,Jeremy Barofsky,1,1
A5070413079,Nnaemeka Vincent Emodi,1,1
A5070458159,Ngimbi Nzau Valentine,1,1
A5070468957,Shama Razzaq,1,1
A5070499720,Thant Sin Htoo,1,1
A5070516982,Nafisa Fatima Maria Vaz,1,1
A5070521254,Fatoumata Hane,1,1
A5070532829,Dick Chamla,1,1
A5070566226,Michèle Kosremelli Asmar,1,1
A5070566865,محمد أحمد معیط,1,1
A5070599315,Bassey Emmanuel Akpan,1,1
A5070621026,Stephen Resch,1,1
A5070640869,Nyovani Madise,1,1
A5070644506,Nadia Minicuci,1,1
A5070647470,Rameshwor Baral,1,1
A5070653152,Oliver E. Ogbonna,1,1
A5070659989,Shamila Rwegoshora,1,1
A5070663174,Moyo Butholenkosi,1,1
A5070666830,James Forrest Calland,1,1
A5070711740,Sayantan Chowdhury,1,1
A5070716658,Solomon Ahimah-Agyakwah,1,1
A5070737324,S. Chandhini Sushmi,1,1
A5070767219,Jaykaran Charan,1,1
A5070814628,Albert Kafui Wuaku,1,1
A5070835005,Olena Klein Reshetnyk,1,1
A5070841565,Balakrushna Padhi,1,1
A5070853011,Rajalakshmi Elumalai,1,1
A5070860255,Murali Krishnan,1,1
A5070861534,Omobola Yetunde Ojo,1,1
A5070862758,Giwa Abdulganiyu,1,1
A5070877698,Emmanuel Evarest,1,1
A5070907830,Manjinder S. Sandhu,1,1
A5070913843,Sudarsana Rao Rokkam,1,1
A5070919560,Ibrahim Chikowe,1,1
A5070956675,K A Moat,1,1
A5070962058,Edward Musoke,1,1
A5070980772,Gaetano Marrone,1,1
A5070983483,Kabindra Rawal,1,1
A5070994477,Albert Makochekanwa,1,1
A5070999506,Zewdu Minwuyelet,1,1
A5071000982,Karien Stronks,1,1
A5071007342,Tehzeeb Zulfiqur,1,1
A5071023963,Ranjan Karmakar,1,1
A5071035873,Jean Jacques Noubiap,1,1
A5071057776,Yash Shah,1,1
A5071070098,Joseph Amone,1,1
A5071109409,Kabir Muhammad,1,1
A5071129245,Samuel Antwi,1,1
A5071133656,Regina Makuluni,1,1
A5071154719,Rasha Ibrahim El-Sayed Aly,1,1
A5071159929,Sara Abdelrahman Ahmed,1,1
A5071190409,Opeyemi Oladipupo Abioye,1,1
A5071255176,Abdallah Abdul-Mumuni,1,1
A5071268501,Mustapha Ziky,1,1
A5071283401,Asif Ali Jaedi Tamim,1,1
A5071285364,Naa Dodua Dodoo,1,1
A5071287378,Sandra Appiah-Kubi,1,1
A5071288141,Alhagie Sankareh,1,1
A5071288716,Oluwafemi Akin-Adigun,1,1
A5071306908,Samuel Agyei Agyemang,1,1
A5071343625,Dan N. Tran,1,1
A5071357871,Yann Derriennic,1,1
A5071413171,Vandana Prasad,1,1
A5071421565,Deepak Anil,1,1
A5071424036,Nelson Mbaya,1,1
A5071445474,Oona M. R. Campbell,1,1
A5071454306,N. P. Akpan,1,1
A5071458863,Catherine Verde Hashim,1,1
A5071462491,Ulrik Jennische,1,1
A5071486969,Burkard Koemm,1,1
A5071499120,Shahbaz Iftikhar,1,1
A5071507292,Olugbemi Motilewa,1,1
A5071510985,Helen Getahun,1,1
A5071514105,George Yuh Atohmbom,1,1
A5071521837,Shukri F. Mohamed,1,1
A5071536746,CampbellPrincess Christina,1,1
A5071537722,Gasto Ignace,1,1
A5071570537,Gifty Apiung Aninanya,1,1
A5071589759,R S Rajasi,1,1
A5071591370,Georges Nguefack‐Tsague,1,1
A5071601943,Hilton Y. Lam,1,1
A5071611072,Nirmal Poudel,1,1
A5071611891,Célestin Kimanuka,1,1
A5071614785,Sunday Odunke Nduka,1,1
A5071619607,Fahima Hossain,1,1
A5071719002,Bülent Kılıç,1,1
A5071759422,Oyunbileg Magvanjav,1,1
A5071766160,Hanna Huang,1,1
A5071781858,Meeta Rajiv Lochan,1,1
A5071786139,Elnazeer Ibrahim Hamedelniel,1,1
A5071802647,Daniel Vail,1,1
A5071803036,Dominic A. Alaazi,1,1
A5071838764,Dickson Shey Nsagha,1,1
A5071915429,Abel Mukengeshayi Ntambue,1,1
A5071921395,Moges Tadesse Borde,1,1
A5071935054,Sato Midori,1,1
A5071949215,Chittaranjan Nayak,1,1
A5071974340,Migbaru Alamirew,1,1
A5072047239,Bangalore N. Gangadhar,1,1
A5072090484,Almas Sultana,1,1
A5072100663,Odette D. Kibu,1,1
A5072101027,Asubisye Mwamfupe,1,1
A5072107996,Reuben Yih Khai Ooi,1,1
A5072109305,Orero. Risper,1,1
A5072140882,Cuong Tat Nguyen,1,1
A5072177850,Abhinav Pandey,1,1
A5072182079,S Pierre Yaméogo,1,1
A5072186125,Razitasham Safii,1,1
A5072188108,A O Adeyemi,1,1
A5072215388,Laetitia Duval,1,1
A5072242518,M Abdellatifi,1,1
A5072270541,Marilys Victoire Razakamanana,1,1
A5072282452,Mir Najmuddin Hashimi,1,1
A5072340029,David Iheke Okorie,1,1
A5072340519,Mennatallah M. Abdelhakem,1,1
A5072359390,Peter Cosgrove,1,1
A5072373665,Laban Bakorimana,1,1
A5072377283,Leo Moses Twum-Barima,1,1
A5072417623,Johnson Olabode Adeoti,1,1
A5072427279,Inke Appel,1,1
A5072440394,Crystal McAndrew Fall,1,1
A5072440629,Tabitha Mpoyi Ilunga,1,1
A5072482541,Gerald Muzungu,1,1
A5072497773,Winnie Nambatya,1,1
A5072517856,Chioma Ukanwa,1,1
A5072531407,Gul Nisar,1,1
A5072537045,Biruk Damte Tegegn,1,1
A5072553710,Niki O’Brien,1,1
A5072570826,Evelyn Wesangula,1,1
A5072578581,Robert W. Platt,1,1
A5072590796,Ivy Sebastian,1,1
A5072600708,Pennan M. Barry,1,1
A5072622754,Akine Eshete,1,1
A5072638306,Samar Fares,1,1
A5072649742,Sasmita Behera,1,1
A5072653675,Samuel Kwaku Balame,1,1
A5072676059,van der J Gaag,1,1
A5072689641,Alebel Guangul Gessesse,1,1
A5072706777,Mojtaba Bagherzadeh,1,1
A5072733056,John F. P. Bridges,1,1
A5072741902,Ewis Aa,1,1
A5072742036,Mahesh Puri,1,1
A5072757242,Alpha Madu,1,1
A5072765259,Chandrashekhar J Rawandale,1,1
A5072780366,Md Imran Hossain Mithu,1,1
A5072790014,Sanjay P. Sawant Dessai,1,1
A5072804800,Mengistu Asnake Kibret,1,1
A5072806132,Aditya Dhonde,1,1
A5072837285,Jean Jacques Irakiza,1,1
A5072859924,Anton Pottegård,1,1
A5072861207,Michael T. Halpern,1,1
A5072872132,Pradeep Kautish,1,1
A5072933309,Jazmin Mogaverro,1,1
A5072938130,Robert A. Sowah,1,1
A5072954718,Aditya Duggirala,1,1
A5072972545,Nega Assefa,1,1
A5072990908,Jerry Godfrey Makama,1,1
A5072994180,Roseanne C. Schuster,1,1
A5072998685,Tamara Hafner,1,1
A5073003801,Gopal Chauhan,1,1
A5073024185,Prasun Haldar,1,1
