work_id,year,period,first_country_known,first_target,corr_country_known,corr_target,international_collaboration,n_author_countries,studied_count
W2992450641,2016,2016-2020,False,,False,,False,0,1
W2992596952,2016,2016-2020,False,,False,,False,0,1
W3011559665,2016,2016-2020,True,True,False,,False,1,1
W3198241223,2016,2016-2020,True,True,True,True,False,1,1
W4244254597,2016,2016-2020,True,False,False,,True,3,1
W4251227402,2016,2016-2020,False,,False,,False,0,1
W4312855721,2016,2016-2020,True,True,False,,False,1,1
W4385501285,2016,2016-2020,False,,False,,False,0,1
W7115005514,2016,2016-2020,False,,False,,False,0,1
W7136211492,2016,2016-2020,False,,False,,False,0,1
W7136212903,2016,2016-2020,False,,False,,False,0,1
W7136215711,2016,2016-2020,False,,False,,False,0,1
W7136707658,2016,2016-2020,False,,False,,False,0,1
W7136721226,2016,2016-2020,False,,False,,False,0,1
W7137006106,2016,2016-2020,False,,False,,False,0,1
W7137141520,2016,2016-2020,False,,False,,False,0,1
W7137311982,2016,2016-2020,False,,False,,False,0,1
W7138086238,2016,2016-2020,False,,False,,False,0,1
W7138147908,2016,2016-2020,False,,False,,False,0,1
W2301983211,2016,2016-2020,True,False,True,False,True,2,1
W2199487874,2016,2016-2020,True,True,True,True,False,1,1
W2222938756,2016,2016-2020,True,True,True,True,False,1,1
W2183187734,2016,2016-2020,False,,False,,False,0,1
W2312705223,2016,2016-2020,True,True,False,,False,1,1
W2483870212,2016,2016-2020,True,True,False,,False,1,1
W2507463693,2016,2016-2020,True,True,False,,False,1,1
W2510363189,2016,2016-2020,True,True,False,,False,1,1
W2528788334,2016,2016-2020,True,True,False,,False,1,1
W2419482701,2016,2016-2020,True,False,True,False,True,2,1
W2280402124,2016,2016-2020,True,True,True,True,True,4,1
W2421735860,2016,2016-2020,True,True,True,True,True,2,1
W2267522389,2016,2016-2020,True,False,True,False,True,4,2
W2295721414,2016,2016-2020,True,False,True,False,True,9,1
W2271241286,2016,2016-2020,True,True,True,True,True,4,1
W2280103407,2016,2016-2020,False,,False,,False,0,1
W2262217868,2016,2016-2020,True,False,True,False,False,1,1
W2253274572,2016,2016-2020,True,False,True,False,False,1,1
W2273157563,2016,2016-2020,True,False,True,False,False,1,1
W2253381850,2016,2016-2020,True,True,True,True,True,3,1
W2286123824,2016,2016-2020,True,False,True,False,True,2,1
W2999726219,2016,2016-2020,False,,False,,False,0,1
W2287685961,2016,2016-2020,True,False,True,False,True,2,1
W2276256851,2016,2016-2020,True,True,True,True,False,1,1
W2274923879,2016,2016-2020,True,True,False,,False,1,1
W2301283074,2016,2016-2020,True,False,True,False,True,2,1
W2277644172,2016,2016-2020,True,True,True,True,True,2,1
W2291747207,2016,2016-2020,True,True,True,True,False,1,1
W2321654804,2016,2016-2020,True,False,True,False,True,3,1
W3210720459,2016,2016-2020,False,,False,,False,0,1
W2288701754,2016,2016-2020,True,True,False,,True,5,1
W2304820100,2016,2016-2020,True,False,False,,True,3,1
W2312737313,2016,2016-2020,True,False,True,False,False,1,1
W2306642494,2016,2016-2020,True,True,True,True,False,1,1
W3123656608,2016,2016-2020,True,False,True,False,True,2,1
W2335391580,2016,2016-2020,True,True,True,True,True,2,1
W2299786411,2016,2016-2020,True,False,False,,False,1,0
W2311822834,2016,2016-2020,True,True,False,,False,1,1
W2342092120,2016,2016-2020,False,,False,,False,0,1
W2949987756,2016,2016-2020,True,False,True,False,False,1,1
W2307300713,2016,2016-2020,True,False,False,,True,4,1
W2313174010,2016,2016-2020,True,False,True,False,False,1,1
W2322279434,2016,2016-2020,False,,False,,False,0,1
W3152766441,2016,2016-2020,False,,False,,False,0,1
W2323293975,2016,2016-2020,True,False,True,False,False,1,0
W2333083026,2016,2016-2020,True,False,True,False,True,2,1
W2410506874,2016,2016-2020,False,,False,,False,0,1
W2619536202,2016,2016-2020,True,True,True,True,False,1,1
W2336552023,2016,2016-2020,True,True,False,,True,2,1
W3124765954,2016,2016-2020,True,False,False,,True,3,1
W2337089838,2016,2016-2020,True,False,True,False,False,1,0
W2337316715,2016,2016-2020,True,False,True,False,False,1,0
W2337043991,2016,2016-2020,True,False,True,False,True,2,4
W2336186317,2016,2016-2020,True,True,True,True,True,3,1
W2412804565,2016,2016-2020,True,True,False,,False,1,1
W2534160660,2016,2016-2020,False,,False,,False,0,1
W2344596143,2016,2016-2020,True,True,True,True,True,2,1
W2344619033,2016,2016-2020,True,False,True,False,True,2,0
W2365953715,2016,2016-2020,True,True,False,,False,1,1
W2343978254,2016,2016-2020,True,True,True,False,True,4,1
W2396322846,2016,2016-2020,True,False,False,,True,2,1
W2515267473,2016,2016-2020,False,,False,,False,0,1
W2345910739,2016,2016-2020,True,False,True,False,True,2,1
W2346405048,2016,2016-2020,False,,False,,False,1,1
W2916141446,2016,2016-2020,False,,False,,False,0,1
W2390222880,2016,2016-2020,True,False,True,False,True,2,1
W2362242061,2016,2016-2020,True,True,True,True,True,4,1
W2385106589,2016,2016-2020,True,True,True,True,True,2,1
W2359957288,2016,2016-2020,True,True,True,True,False,1,1
W2407298198,2016,2016-2020,True,False,False,,True,3,1
W2407280185,2016,2016-2020,True,True,True,True,False,1,1
W2395870396,2016,2016-2020,True,True,True,True,True,2,1
W2740534111,2016,2016-2020,False,,False,,False,0,1
W2403732203,2016,2016-2020,True,True,True,True,True,2,1
W2395803230,2016,2016-2020,True,True,True,True,False,1,1
W2538313373,2016,2016-2020,True,True,True,True,False,1,1
W2411477586,2016,2016-2020,True,True,False,,False,1,1
W2442738580,2016,2016-2020,True,True,True,True,False,1,1
W2493499133,2016,2016-2020,True,True,True,True,False,1,1
W2534758525,2016,2016-2020,True,True,False,,True,3,1
W2901627033,2016,2016-2020,True,True,True,True,False,1,1
W2418112180,2016,2016-2020,True,True,True,True,False,1,1
W2409195149,2016,2016-2020,True,False,True,False,False,1,1
W2428402357,2016,2016-2020,True,True,True,True,True,3,1
W2427765979,2016,2016-2020,True,True,True,True,True,3,1
W2462440246,2016,2016-2020,True,True,False,,False,1,1
W2474120624,2016,2016-2020,True,False,True,False,True,4,1
W2514714494,2016,2016-2020,True,False,False,,True,2,1
W2533538495,2016,2016-2020,True,False,True,False,False,1,1
W2470755097,2016,2016-2020,True,False,True,False,False,1,1
W2529416020,2016,2016-2020,True,False,True,False,False,1,1
W2529512341,2016,2016-2020,True,False,False,,True,2,1
W2472846104,2016,2016-2020,True,True,True,False,True,3,1
W2466631715,2016,2016-2020,True,True,True,True,True,3,1
W2472851771,2016,2016-2020,True,True,True,True,True,4,1
W2490987350,2016,2016-2020,True,False,True,False,False,1,1
W2494780705,2016,2016-2020,True,True,False,,False,1,1
W2499780129,2016,2016-2020,True,True,True,True,True,3,1
W2601780659,2016,2016-2020,False,,False,,False,0,1
W2477608981,2016,2016-2020,True,True,True,True,False,1,1
W2475895157,2016,2016-2020,True,True,True,True,True,2,1
W318596442,2016,2016-2020,True,True,False,,True,2,1
W2508115828,2016,2016-2020,False,,False,,False,0,4
W2588218022,2016,2016-2020,False,,False,,False,0,1
W2482758816,2016,2016-2020,True,True,True,True,False,1,1
W2500072955,2016,2016-2020,True,False,True,False,False,1,1
W2495051805,2016,2016-2020,True,True,True,True,False,1,1
W2495890517,2016,2016-2020,True,True,True,False,True,2,1
W2514530321,2016,2016-2020,False,,False,,False,0,1
W2508688171,2016,2016-2020,True,True,True,True,False,1,1
W2512648470,2016,2016-2020,True,False,True,False,True,2,1
W2511222657,2016,2016-2020,True,False,True,False,True,3,1
W2512356521,2016,2016-2020,True,False,True,False,True,2,0
W2511635158,2016,2016-2020,True,True,True,True,True,3,1
W2507907290,2016,2016-2020,True,True,True,True,True,2,1
W2510826209,2016,2016-2020,False,,False,,False,0,0
W7116599270,2016,2016-2020,False,,False,,False,0,1
W2510003349,2016,2016-2020,True,True,True,True,False,1,1
W2515812925,2016,2016-2020,True,True,True,True,False,1,1
W2516489230,2016,2016-2020,True,True,True,True,False,1,1
W2511499588,2016,2016-2020,True,True,True,True,False,1,1
W2517668233,2016,2016-2020,True,True,True,True,True,2,0
W2518975948,2016,2016-2020,False,,True,False,True,8,5
W2526285318,2016,2016-2020,True,True,True,True,False,1,1
W2510826594,2016,2016-2020,True,True,True,True,True,2,1
W4232421491,2016,2016-2020,True,True,True,True,True,2,1
W7128364057,2016,2016-2020,True,True,False,,False,1,1
W7128376709,2016,2016-2020,True,True,False,,False,1,1
W2519013430,2016,2016-2020,True,True,True,True,True,2,1
W2544445151,2016,2016-2020,True,True,False,,False,1,1
W2523250547,2016,2016-2020,True,True,False,,False,1,1
W2521338787,2016,2016-2020,True,True,True,True,True,2,1
W2597769987,2016,2016-2020,False,,False,,False,0,1
W1833028039,2016,2016-2020,True,False,False,,False,1,1
W2527316544,2016,2016-2020,True,False,True,False,True,2,1
W2529661385,2016,2016-2020,True,True,False,,True,3,1
W2608731741,2016,2016-2020,True,False,False,,False,1,1
W2743455550,2016,2016-2020,False,,False,,False,0,1
W7116593278,2016,2016-2020,False,,False,,False,0,1
W2527943966,2016,2016-2020,True,True,True,True,False,1,1
W2528775703,2016,2016-2020,True,False,True,False,False,1,2
W2528430532,2016,2016-2020,True,False,True,False,True,4,1
W2530009226,2016,2016-2020,True,True,True,True,True,3,1
W2535609127,2016,2016-2020,True,True,True,True,True,3,1
W2724598942,2016,2016-2020,True,True,False,,False,1,1
W2531745890,2016,2016-2020,True,False,True,False,True,3,1
W7209155440,2016,2016-2020,False,,False,,False,0,1
W2536600676,2016,2016-2020,True,False,True,True,True,3,1
W2533222366,2016,2016-2020,True,False,True,False,True,2,1
W2565481121,2016,2016-2020,True,False,False,,False,1,0
W2540386007,2016,2016-2020,True,False,True,False,False,1,1
W2543264325,2016,2016-2020,True,True,False,,False,1,1
W2543431069,2016,2016-2020,True,True,True,True,False,1,0
W2545581757,2016,2016-2020,True,True,False,,False,1,1
W2547015391,2016,2016-2020,True,True,True,True,False,1,1
W2560469668,2016,2016-2020,True,True,False,,True,3,1
W2916916436,2016,2016-2020,False,,False,,False,0,1
W2546981177,2016,2016-2020,True,False,True,False,True,2,0
W2546600682,2016,2016-2020,True,True,True,True,True,3,1
W2549703245,2016,2016-2020,True,True,True,True,True,2,1
W2554628493,2016,2016-2020,True,True,True,True,False,1,1
W2551591262,2016,2016-2020,True,False,True,False,False,1,1
W2556499396,2016,2016-2020,True,False,True,False,False,1,1
W2553993186,2016,2016-2020,True,True,True,True,False,1,1
W2551325642,2016,2016-2020,True,True,True,True,False,1,1
W2587588226,2016,2016-2020,False,,False,,False,0,1
W2550464690,2016,2016-2020,True,False,True,False,True,2,1
W2558562296,2016,2016-2020,True,False,True,False,True,3,1
W2560099763,2016,2016-2020,True,False,False,,True,2,1
W2560111223,2016,2016-2020,True,True,True,True,False,1,1
W2560671064,2016,2016-2020,True,True,True,True,True,2,1
W2568331873,2016,2016-2020,True,True,True,True,False,1,5
W3124491661,2016,2016-2020,False,,False,,False,0,1
W2560166614,2016,2016-2020,True,False,True,False,False,1,1
W2561027321,2016,2016-2020,True,True,False,,True,3,1
W2563207489,2016,2016-2020,True,True,False,,False,1,1
W2591955934,2016,2016-2020,False,,False,,False,0,1
W2889793610,2016,2016-2020,False,,False,,False,0,1
W2561498224,2016,2016-2020,True,True,True,True,True,2,1
W2561759926,2017,2016-2020,True,False,True,False,True,5,1
W2589968075,2017,2016-2020,False,,False,,False,0,1
W2593051949,2017,2016-2020,False,,False,,False,0,1
W2601147609,2017,2016-2020,False,,False,,False,0,3
W2605344441,2017,2016-2020,False,,False,,False,0,1
W2606497959,2017,2016-2020,False,,False,,False,0,1
W2607321409,2017,2016-2020,True,True,True,True,False,1,1
W2608221796,2017,2016-2020,True,True,False,,True,2,1
W2609963187,2017,2016-2020,True,True,True,True,False,1,1
W2611860875,2017,2016-2020,True,True,True,True,False,1,1
W2611908040,2017,2016-2020,False,,False,,False,0,1
W2613475274,2017,2016-2020,True,True,True,True,True,3,1
W2613534620,2017,2016-2020,True,True,True,True,False,1,1
W2614520124,2017,2016-2020,True,True,False,,False,1,1
W2615052556,2017,2016-2020,False,,False,,False,0,1
W2619036448,2017,2016-2020,True,True,True,True,False,1,1
W2621392735,2017,2016-2020,True,True,True,True,True,3,1
W2624708287,2017,2016-2020,True,False,True,False,True,2,1
W2625418049,2017,2016-2020,False,,False,,False,0,1
W2633228266,2017,2016-2020,True,True,True,True,False,1,1
W2735162919,2017,2016-2020,True,False,False,,False,1,1
W2735248694,2017,2016-2020,False,,False,,False,0,1
W2736252376,2017,2016-2020,False,,False,,False,0,1
W2739113619,2017,2016-2020,True,True,True,True,False,1,1
W2739185997,2017,2016-2020,False,,False,,False,0,1
W2740567218,2017,2016-2020,True,True,True,True,False,1,1
W2750776754,2017,2016-2020,False,,False,,False,0,1
W2752902565,2017,2016-2020,True,True,False,,False,1,1
W2753254784,2017,2016-2020,False,,False,,False,0,1
W2754132282,2017,2016-2020,True,True,False,,True,2,1
W2755058018,2017,2016-2020,False,,False,,False,0,1
W2756359813,2017,2016-2020,False,,False,,False,0,1
W2763339524,2017,2016-2020,False,,False,,False,0,1
W2765481075,2017,2016-2020,False,,False,,False,0,1
W2766014025,2017,2016-2020,True,True,False,,False,1,1
W2771304357,2017,2016-2020,False,,False,,False,0,1
W2772574040,2017,2016-2020,True,True,False,,False,1,1
W2777727734,2017,2016-2020,False,,False,,False,0,1
W2778069658,2017,2016-2020,True,True,True,True,True,2,1
W2784753020,2017,2016-2020,False,,False,,False,0,1
W2791907158,2017,2016-2020,False,,False,,False,0,1
W2801115097,2017,2016-2020,True,True,True,True,False,1,1
W2889386303,2017,2016-2020,False,,False,,False,0,1
W2890316301,2017,2016-2020,False,,False,,False,0,1
W2891025408,2017,2016-2020,False,,False,,False,0,1
W2902162433,2017,2016-2020,False,,False,,False,0,1
W2913810552,2017,2016-2020,True,True,True,True,False,1,1
W2944829345,2017,2016-2020,False,,False,,False,0,1
W2950658418,2017,2016-2020,False,,False,,False,0,1
W2954482693,2017,2016-2020,False,,False,,False,0,1
W2957825933,2017,2016-2020,False,,False,,False,0,1
W3000398837,2017,2016-2020,True,True,True,True,False,1,1
W3166595318,2017,2016-2020,False,,False,,False,0,1
W3196264445,2017,2016-2020,False,,False,,False,0,1
W3216902788,2017,2016-2020,False,,False,,False,0,1
W4239250375,2017,2016-2020,True,False,False,,False,1,1
W4394742800,2017,2016-2020,False,,False,,False,0,1
W7135376395,2017,2016-2020,False,,False,,False,0,1
W7135395170,2017,2016-2020,False,,False,,False,0,1
W7136034570,2017,2016-2020,False,,False,,False,0,1
W7136036203,2017,2016-2020,False,,False,,False,0,1
W7136041439,2017,2016-2020,False,,False,,False,0,1
W7136044770,2017,2016-2020,False,,False,,False,0,1
W7136047973,2017,2016-2020,False,,False,,False,0,1
W7136048261,2017,2016-2020,False,,False,,False,0,1
W7136048620,2017,2016-2020,False,,False,,False,0,1
W7136048711,2017,2016-2020,False,,False,,False,0,1
W7136049278,2017,2016-2020,False,,False,,False,0,1
W7136050627,2017,2016-2020,False,,False,,False,0,1
W7136052555,2017,2016-2020,False,,False,,False,0,1
W7136054211,2017,2016-2020,False,,False,,False,0,1
W7136054828,2017,2016-2020,False,,False,,False,0,1
W7136064215,2017,2016-2020,False,,False,,False,0,1
W7136064342,2017,2016-2020,False,,False,,False,0,1
W7136064904,2017,2016-2020,False,,False,,False,0,1
W7136066483,2017,2016-2020,False,,False,,False,0,1
W7136069662,2017,2016-2020,False,,False,,False,0,1
W7136077803,2017,2016-2020,False,,False,,False,0,1
W7136089594,2017,2016-2020,False,,False,,False,0,1
W7144154890,2017,2016-2020,False,,False,,False,0,1
W2594851752,2017,2016-2020,True,True,True,True,False,1,1
W2576666497,2017,2016-2020,False,,False,,False,0,1
W2569146336,2017,2016-2020,True,False,True,False,True,2,1
W2589108807,2017,2016-2020,True,True,False,,False,1,1
W2590740682,2017,2016-2020,True,True,False,,False,1,1
W2594340297,2017,2016-2020,True,True,False,,False,1,1
W2606439205,2017,2016-2020,True,True,False,,False,1,1
W2620656503,2017,2016-2020,True,True,False,,False,1,1
W2623205387,2017,2016-2020,True,True,False,,False,1,1
W2737518220,2017,2016-2020,True,True,True,True,False,1,1
W7115036009,2017,2016-2020,False,,False,,False,0,1
W2575512411,2017,2016-2020,True,True,True,True,False,1,1
W2576809816,2017,2016-2020,True,True,True,True,True,2,3
W2571560806,2017,2016-2020,True,False,True,False,True,2,1
W2336295655,2017,2016-2020,True,False,True,False,True,2,1
W2584890984,2017,2016-2020,False,,False,,False,0,1
W2580015894,2017,2016-2020,True,False,True,False,False,1,1
W2580242591,2017,2016-2020,True,False,True,False,True,4,1
W2549625881,2017,2016-2020,False,,True,False,False,1,1
W2581455737,2017,2016-2020,True,True,True,True,True,3,1
W2582358001,2017,2016-2020,True,True,True,True,False,1,1
W4232919638,2017,2016-2020,True,True,False,,False,1,1
W2586978861,2017,2016-2020,True,True,True,True,False,1,1
W2585057317,2017,2016-2020,True,False,True,False,True,2,1
W2585592226,2017,2016-2020,True,True,True,True,False,1,1
W2585785940,2017,2016-2020,True,False,True,False,True,2,1
W2587114702,2017,2016-2020,True,True,True,True,True,3,1
W2587739600,2017,2016-2020,True,True,True,True,False,1,1
W2598319394,2017,2016-2020,True,True,True,True,True,3,1
W2771796474,2017,2016-2020,False,,False,,False,0,1
W2587040090,2017,2016-2020,True,True,True,True,False,1,1
W2587723691,2017,2016-2020,True,True,True,True,True,4,1
W2593017794,2017,2016-2020,False,,False,,False,0,1
W2588801820,2017,2016-2020,True,True,True,True,True,4,1
W2592480739,2017,2016-2020,True,False,True,False,False,1,1
W2588511645,2017,2016-2020,True,False,True,False,True,2,1
W2589973700,2017,2016-2020,True,False,True,False,True,2,1
W2591003523,2017,2016-2020,True,True,True,False,True,3,1
W2589876326,2017,2016-2020,True,False,True,False,True,3,1
W2594909438,2017,2016-2020,True,False,True,False,True,2,1
W2593824445,2017,2016-2020,True,True,True,True,False,1,1
W2604674125,2017,2016-2020,True,False,False,,False,1,1
W2745760071,2017,2016-2020,False,,False,,False,0,1
W3198445644,2017,2016-2020,False,,False,,False,0,1
W3125873391,2017,2016-2020,True,False,True,False,False,1,1
W2803986997,2017,2016-2020,True,True,True,True,False,1,1
W2596338535,2017,2016-2020,True,False,True,False,False,1,1
W2595517553,2017,2016-2020,True,True,True,True,True,2,1
W2606118915,2017,2016-2020,True,False,True,False,True,2,1
W2598744999,2017,2016-2020,True,True,False,,False,1,1
W2598082505,2017,2016-2020,True,False,True,False,True,2,0
W2602623443,2017,2016-2020,True,False,True,False,True,4,0
W2601005047,2017,2016-2020,True,True,True,True,True,3,1
W2601794133,2017,2016-2020,True,True,False,,True,5,1
W2725151974,2017,2016-2020,True,True,False,,False,1,1
W4302594010,2017,2016-2020,True,True,True,True,False,1,1
W3200185690,2017,2016-2020,True,True,False,,False,1,1
W4298338034,2017,2016-2020,True,True,False,,False,1,1
W2606075880,2017,2016-2020,True,False,False,,False,1,1
W2608780141,2017,2016-2020,False,,False,,False,0,1
W3045281639,2017,2016-2020,False,,False,,False,0,1
W2605154842,2017,2016-2020,True,True,True,True,True,3,1
W2604132984,2017,2016-2020,True,False,True,False,False,1,2
W2604411311,2017,2016-2020,True,False,True,False,True,2,0
W2616192098,2017,2016-2020,True,False,False,,True,4,1
W2605428344,2017,2016-2020,True,True,True,True,True,12,0
W2607038984,2017,2016-2020,True,True,True,True,True,3,0
W2606081124,2017,2016-2020,True,False,True,False,False,1,2
W2606664208,2017,2016-2020,True,True,True,True,False,1,1
W2616977035,2017,2016-2020,False,,True,False,False,1,0
W2609475251,2017,2016-2020,True,True,False,,False,1,1
W2607847662,2017,2016-2020,True,True,True,True,False,1,1
W3009923430,2017,2016-2020,False,,False,,False,0,1
W2610218673,2017,2016-2020,True,True,False,,False,1,5
W2916077594,2017,2016-2020,False,,False,,False,0,1
W2612092231,2017,2016-2020,True,False,True,False,True,3,1
W2612727779,2017,2016-2020,True,True,True,True,False,1,1
W2613037625,2017,2016-2020,True,True,True,True,False,1,1
W2611345347,2017,2016-2020,False,,False,,False,1,1
W2618177743,2017,2016-2020,True,True,True,True,True,4,1
W2738833087,2017,2016-2020,True,False,True,False,True,3,1
W2614279385,2017,2016-2020,True,True,True,True,False,1,1
W2667482853,2017,2016-2020,True,False,True,False,False,1,1
W2617238115,2017,2016-2020,True,True,True,True,False,1,1
W2618659287,2017,2016-2020,True,True,True,True,True,2,1
W2617834844,2017,2016-2020,True,True,True,True,True,2,1
W2223015541,2017,2016-2020,True,True,True,True,False,1,1
W2562959475,2017,2016-2020,True,False,True,False,False,1,1
W2622398615,2017,2016-2020,True,True,False,,False,1,1
W2625911727,2017,2016-2020,True,True,False,,False,1,1
W2795497759,2017,2016-2020,False,,False,,False,0,1
W2888392489,2017,2016-2020,False,,False,,False,0,1
W2992805467,2017,2016-2020,True,False,True,False,False,1,0
W4302810322,2017,2016-2020,True,True,False,,False,1,1
W4384881273,2017,2016-2020,False,,False,,False,0,1
W2621009304,2017,2016-2020,True,False,True,False,True,3,1
W2521603034,2017,2016-2020,True,False,True,False,True,2,0
W2611637852,2017,2016-2020,True,True,True,True,False,1,1
W2623124580,2017,2016-2020,True,True,True,True,True,3,1
W2619025101,2017,2016-2020,True,True,True,True,False,1,7
W2694860238,2017,2016-2020,True,True,True,True,True,2,1
W2690203876,2017,2016-2020,True,True,True,True,False,1,1
W2622661755,2017,2016-2020,True,True,True,True,False,1,1
W2724739629,2017,2016-2020,False,,False,,False,0,1
W2951731023,2017,2016-2020,False,,False,,False,0,1
W3017493735,2017,2016-2020,False,,False,,False,0,1
W2735529749,2017,2016-2020,True,True,True,True,False,1,3
W3104157859,2017,2016-2020,False,,False,,False,0,1
W2729517813,2017,2016-2020,True,False,True,False,True,2,1
W2731511931,2017,2016-2020,True,True,False,,True,2,1
W2725164125,2017,2016-2020,True,True,True,True,False,1,1
W2729724181,2017,2016-2020,True,False,True,False,True,2,1
W2734528270,2017,2016-2020,False,,False,,False,0,1
W2735065805,2017,2016-2020,True,True,True,True,True,2,1
W2735888361,2017,2016-2020,False,,False,,False,0,1
W2736151623,2017,2016-2020,True,True,True,False,True,3,3
W2737522270,2017,2016-2020,True,True,False,,True,2,1
W2738294730,2017,2016-2020,True,True,True,False,True,2,1
W2740474871,2017,2016-2020,True,True,True,True,True,2,1
W2741077359,2017,2016-2020,True,True,True,True,True,3,1
W2742970456,2017,2016-2020,True,False,True,False,True,3,1
W3102853149,2017,2016-2020,False,,False,,False,0,1
W2744409800,2017,2016-2020,True,False,True,False,True,2,1
W2743992781,2017,2016-2020,True,False,True,False,False,1,1
W2744260351,2017,2016-2020,True,False,True,False,False,1,1
W2765087592,2017,2016-2020,True,True,True,True,False,1,1
W2742575526,2017,2016-2020,True,True,False,,True,2,1
W2750152956,2017,2016-2020,False,,False,,False,1,1
W2758217916,2017,2016-2020,True,False,True,False,False,1,1
W2736724982,2017,2016-2020,True,False,True,False,False,1,1
W2751343588,2017,2016-2020,True,True,False,,False,1,1
W2750969357,2017,2016-2020,True,True,True,True,True,2,1
W2755592242,2017,2016-2020,False,,False,,False,0,2
W2757599760,2017,2016-2020,True,False,True,False,True,3,0
W2795234188,2017,2016-2020,True,True,False,,False,1,1
W2751259005,2017,2016-2020,True,False,True,False,False,1,1
W2752690999,2017,2016-2020,True,False,True,False,True,4,1
W2752556434,2017,2016-2020,True,True,True,True,True,2,1
W2751639243,2017,2016-2020,True,False,True,False,True,3,1
W2754955793,2017,2016-2020,True,True,True,True,True,2,1
W2755046274,2017,2016-2020,True,True,True,True,False,1,1
W2126120445,2017,2016-2020,True,False,True,False,True,3,1
W2756449730,2017,2016-2020,True,True,True,True,False,1,1
W2759413229,2017,2016-2020,True,True,True,True,True,3,1
W2759696865,2017,2016-2020,True,True,True,True,True,2,1
W2765081836,2017,2016-2020,True,False,True,False,True,2,1
W2758803729,2017,2016-2020,True,False,True,False,False,1,1
W3129300496,2017,2016-2020,False,,False,,False,0,1
W2758254055,2017,2016-2020,True,True,True,True,True,3,1
W2757624671,2017,2016-2020,True,True,False,,False,1,1
W2759280129,2017,2016-2020,True,True,True,True,False,1,1
W2767068830,2017,2016-2020,True,False,True,False,True,2,1
W2762386757,2017,2016-2020,False,,False,,False,0,1
W2952996237,2017,2016-2020,False,,False,,False,0,1
W2766382315,2017,2016-2020,True,False,True,False,False,1,1
W2767023186,2017,2016-2020,True,True,False,,False,1,1
W2767079954,2017,2016-2020,True,True,False,,False,1,1
W2761401122,2017,2016-2020,True,True,True,True,False,1,1
W2762488870,2017,2016-2020,True,True,False,,False,1,1
W2775704861,2017,2016-2020,False,,False,,False,0,1
W3121610914,2017,2016-2020,True,False,True,False,False,1,1
W2766048625,2017,2016-2020,True,False,True,False,True,2,1
W2771380940,2017,2016-2020,True,True,False,,False,1,1
W2766578172,2017,2016-2020,True,True,False,,True,2,1
W2765173896,2017,2016-2020,False,,False,,False,0,1
W2765249305,2017,2016-2020,True,False,True,False,True,2,1
W2765577229,2017,2016-2020,True,True,True,False,True,2,1
W2770047670,2017,2016-2020,True,False,True,False,True,2,1
W2765165796,2017,2016-2020,True,True,True,True,True,2,1
W2770518721,2017,2016-2020,True,False,True,False,True,2,1
W2765595380,2017,2016-2020,True,True,False,,False,1,1
W2765740714,2017,2016-2020,True,False,True,False,True,2,1
W2798142707,2017,2016-2020,True,True,False,,False,1,1
W2885223811,2017,2016-2020,False,,False,,False,0,1
W2765785439,2017,2016-2020,True,True,True,True,False,1,1
W2775825777,2017,2016-2020,True,True,True,True,False,1,1
W2782677493,2017,2016-2020,True,True,True,True,True,2,5
W2902363325,2017,2016-2020,False,,False,,False,0,1
W2770169553,2017,2016-2020,True,True,True,True,True,2,1
W2769186987,2017,2016-2020,True,True,True,True,True,2,1
W2770086481,2017,2016-2020,True,True,True,True,True,2,1
W2768131485,2017,2016-2020,True,True,True,True,True,2,1
W2768656513,2017,2016-2020,False,,False,,False,0,1
W2769955085,2017,2016-2020,True,False,True,False,True,2,0
W2770096524,2017,2016-2020,True,False,True,False,False,1,1
W2768653505,2017,2016-2020,True,False,True,False,True,2,1
W2768821600,2017,2016-2020,False,,False,,False,0,1
W2770706529,2017,2016-2020,True,False,True,True,True,4,1
W2780496980,2017,2016-2020,True,True,True,True,True,2,1
W2774498340,2017,2016-2020,False,,False,,False,0,1
W2774714536,2017,2016-2020,True,True,True,True,True,2,1
W2779352005,2017,2016-2020,True,True,True,True,False,1,1
W2780946768,2017,2016-2020,True,False,True,True,True,5,5
W2797351793,2017,2016-2020,True,True,False,,False,1,1
W2771168715,2017,2016-2020,True,True,True,True,True,2,1
W2773930251,2017,2016-2020,True,True,False,,False,1,1
W2771072182,2017,2016-2020,False,,False,,False,0,1
W2773354292,2017,2016-2020,True,False,True,False,True,3,1
W2776579146,2017,2016-2020,False,,False,,False,0,1
W2774462176,2017,2016-2020,True,False,True,False,True,2,0
W2594773259,2017,2016-2020,True,True,False,,False,1,0
W3023615305,2017,2016-2020,True,False,True,False,False,1,1
W2776106072,2017,2016-2020,True,False,True,False,False,1,1
W2776002908,2017,2016-2020,True,False,True,False,True,2,1
W2779765605,2017,2016-2020,False,,False,,True,2,1
W2781689495,2017,2016-2020,True,False,True,False,False,1,1
W2782987071,2017,2016-2020,True,False,True,False,True,2,1
W2782129131,2017,2016-2020,False,,False,,False,0,1
W2338482348,2018,2016-2020,False,,False,,False,0,1
W2781723624,2018,2016-2020,True,False,True,False,True,2,4
W2782389958,2018,2016-2020,True,False,False,,True,2,1
W2782578447,2018,2016-2020,True,True,True,True,False,1,1
W2786220370,2018,2016-2020,True,True,True,True,True,3,1
W2786412850,2018,2016-2020,False,,False,,False,0,1
W2786497384,2018,2016-2020,True,False,True,False,False,1,0
