work_id,year,period,theme
W4413326120,2025,2021-2026,Insurance/prepayment
W7104020674,2025,2021-2026,Financial protection/OOP
W4414710385,2025,2021-2026,Revenue/public financing
W4413384732,2025,2021-2026,Revenue/public financing
W4413384732,2025,2021-2026,External financing
W7110810517,2025,2021-2026,Revenue/public financing
W7110810517,2025,2021-2026,External financing
W7111110282,2025,2021-2026,Revenue/public financing
W7111110282,2025,2021-2026,External financing
W4413453115,2025,2021-2026,Insurance/prepayment
W4413479832,2025,2021-2026,Revenue/public financing
W4413609773,2025,2021-2026,Insurance/prepayment
W4413609773,2025,2021-2026,Willingness to pay
W4413636998,2025,2021-2026,Performance-based financing
W4413681603,2025,2021-2026,Insurance/prepayment
W4413681603,2025,2021-2026,Financial protection/OOP
W4413699650,2025,2021-2026,Insurance/prepayment
W4413699650,2025,2021-2026,Financial protection/OOP
W4413764655,2025,2021-2026,Insurance/prepayment
W4413764655,2025,2021-2026,Financial protection/OOP
W4413804278,2025,2021-2026,Insurance/prepayment
W7134912527,2025,2021-2026,Revenue/public financing
W4413773128,2025,2021-2026,Insurance/prepayment
W4413842286,2025,2021-2026,Insurance/prepayment
W4413808401,2025,2021-2026,Financial protection/OOP
W4413817470,2025,2021-2026,Insurance/prepayment
W4413817470,2025,2021-2026,Financial protection/OOP
W4414073302,2025,2021-2026,Financial protection/OOP
W4413872090,2025,2021-2026,Financial protection/OOP
W4413878290,2025,2021-2026,Insurance/prepayment
W4414311420,2025,2021-2026,Financial protection/OOP
W4414311420,2025,2021-2026,Purchasing/provider payment
W4414395055,2025,2021-2026,Financial protection/OOP
W4414404386,2025,2021-2026,Insurance/prepayment
W4414404386,2025,2021-2026,Financial protection/OOP
W4415933142,2025,2021-2026,Insurance/prepayment
W4415933142,2025,2021-2026,Financial protection/OOP
W7125786328,2025,2021-2026,Insurance/prepayment
W7125786328,2025,2021-2026,User fees/cost sharing
W7147245518,2025,2021-2026,Insurance/prepayment
W7147245518,2025,2021-2026,Financial protection/OOP
W4413960972,2025,2021-2026,Insurance/prepayment
W4413960972,2025,2021-2026,Financial protection/OOP
W4413973104,2025,2021-2026,Financial protection/OOP
W4413990505,2025,2021-2026,Financial protection/OOP
W4416440860,2025,2021-2026,Revenue/public financing
W4414015439,2025,2021-2026,Insurance/prepayment
W4414015439,2025,2021-2026,Financial protection/OOP
W4414020198,2025,2021-2026,Insurance/prepayment
W4414027307,2025,2021-2026,Insurance/prepayment
W4414027307,2025,2021-2026,Willingness to pay
W7118177232,2025,2021-2026,Insurance/prepayment
W7171627295,2025,2021-2026,Insurance/prepayment
W7171627295,2025,2021-2026,Financial protection/OOP
W4414077267,2025,2021-2026,Insurance/prepayment
W4414472655,2025,2021-2026,Insurance/prepayment
W4414116849,2025,2021-2026,Insurance/prepayment
W4414146151,2025,2021-2026,Performance-based financing
W4414160158,2025,2021-2026,Insurance/prepayment
W4414260380,2025,2021-2026,Revenue/public financing
W4414261731,2025,2021-2026,Insurance/prepayment
W4414269416,2025,2021-2026,Revenue/public financing
W4414248639,2025,2021-2026,Insurance/prepayment
W4414248639,2025,2021-2026,Financial protection/OOP
W4414304626,2025,2021-2026,Insurance/prepayment
W4414304626,2025,2021-2026,Financial protection/OOP
W4414288023,2025,2021-2026,Insurance/prepayment
W4414288023,2025,2021-2026,Financial protection/OOP
W4414299593,2025,2021-2026,Financial protection/OOP
W4414333967,2025,2021-2026,Insurance/prepayment
W4414333967,2025,2021-2026,Financial protection/OOP
W4414367205,2025,2021-2026,Insurance/prepayment
W4414367205,2025,2021-2026,Financial protection/OOP
W4414577259,2025,2021-2026,Insurance/prepayment
W4415674597,2025,2021-2026,Purchasing/provider payment
W7104506605,2025,2021-2026,Financial protection/OOP
W7104506605,2025,2021-2026,Revenue/public financing
W4414410282,2025,2021-2026,Insurance/prepayment
W4414425292,2025,2021-2026,Financial protection/OOP
W4414481739,2025,2021-2026,Financial protection/OOP
W4414515900,2025,2021-2026,Insurance/prepayment
W4414515900,2025,2021-2026,Financial protection/OOP
W4416890983,2025,2021-2026,Insurance/prepayment
W4414584438,2025,2021-2026,Insurance/prepayment
W4414584438,2025,2021-2026,Financial protection/OOP
W4414584438,2025,2021-2026,Willingness to pay
W4414570500,2025,2021-2026,Insurance/prepayment
W4414575243,2025,2021-2026,Insurance/prepayment
W4414576509,2025,2021-2026,Financial protection/OOP
W7104584408,2025,2021-2026,Financial protection/OOP
W7171303447,2025,2021-2026,Insurance/prepayment
W7171329101,2025,2021-2026,Insurance/prepayment
W4414592566,2025,2021-2026,Revenue/public financing
W4414601132,2025,2021-2026,Financial protection/OOP
W4414754576,2025,2021-2026,Insurance/prepayment
W4415814605,2025,2021-2026,Insurance/prepayment
W4415814605,2025,2021-2026,Financial protection/OOP
W4414625936,2025,2021-2026,Financial protection/OOP
W4414625936,2025,2021-2026,Revenue/public financing
W4414664608,2025,2021-2026,Insurance/prepayment
W4414664608,2025,2021-2026,Financial protection/OOP
W4414812475,2025,2021-2026,Insurance/prepayment
W4415046306,2025,2021-2026,Insurance/prepayment
W4415854853,2025,2021-2026,Insurance/prepayment
W7154827802,2025,2021-2026,Insurance/prepayment
W7154827802,2025,2021-2026,Financial protection/OOP
W7154827802,2025,2021-2026,Performance-based financing
W4415098073,2025,2021-2026,Insurance/prepayment
W4415113314,2025,2021-2026,Insurance/prepayment
W4415113314,2025,2021-2026,Financial protection/OOP
W4415113314,2025,2021-2026,User fees/cost sharing
W4415544720,2025,2021-2026,Insurance/prepayment
W4415614762,2025,2021-2026,Insurance/prepayment
W4415855010,2025,2021-2026,Insurance/prepayment
W4415855010,2025,2021-2026,Willingness to pay
W4415958039,2025,2021-2026,Insurance/prepayment
W4417335229,2025,2021-2026,Insurance/prepayment
W7105820834,2025,2021-2026,Insurance/prepayment
W7105820834,2025,2021-2026,Financial protection/OOP
W7118092729,2025,2021-2026,Insurance/prepayment
W4414788804,2025,2021-2026,Insurance/prepayment
W4414788804,2025,2021-2026,Financial protection/OOP
W4414853618,2025,2021-2026,Insurance/prepayment
W4414853618,2025,2021-2026,Financial protection/OOP
W4414874407,2025,2021-2026,Financial protection/OOP
W4414971388,2025,2021-2026,Insurance/prepayment
W4414967701,2025,2021-2026,Insurance/prepayment
W4415046397,2025,2021-2026,Insurance/prepayment
W4415046397,2025,2021-2026,Financial protection/OOP
W4415046397,2025,2021-2026,Performance-based financing
W4415084473,2025,2021-2026,Insurance/prepayment
W4415104159,2025,2021-2026,Insurance/prepayment
W4415105994,2025,2021-2026,Insurance/prepayment
W4415105994,2025,2021-2026,Financial protection/OOP
W4415172726,2025,2021-2026,Insurance/prepayment
W7133189709,2025,2021-2026,Insurance/prepayment
W7133215341,2025,2021-2026,Insurance/prepayment
W4415167948,2025,2021-2026,Insurance/prepayment
W7104035817,2025,2021-2026,Financial protection/OOP
W7104035817,2025,2021-2026,Revenue/public financing
W4415191028,2025,2021-2026,Financial protection/OOP
W4415191028,2025,2021-2026,Revenue/public financing
W4415260732,2025,2021-2026,Insurance/prepayment
W4415260732,2025,2021-2026,Financial protection/OOP
W4415235122,2025,2021-2026,Insurance/prepayment
W4415235122,2025,2021-2026,Financial protection/OOP
W4415253904,2025,2021-2026,Insurance/prepayment
W4415298684,2025,2021-2026,Insurance/prepayment
W7112782207,2025,2021-2026,Financial protection/OOP
W4415420704,2025,2021-2026,Financial protection/OOP
W4415446031,2025,2021-2026,Financial protection/OOP
W4416118000,2025,2021-2026,Insurance/prepayment
W4415584695,2025,2021-2026,Insurance/prepayment
W4415624059,2025,2021-2026,Financial protection/OOP
W4415726869,2025,2021-2026,Insurance/prepayment
W4415682434,2025,2021-2026,Insurance/prepayment
W4415682846,2025,2021-2026,Revenue/public financing
W4415735214,2025,2021-2026,Insurance/prepayment
W4415735214,2025,2021-2026,Willingness to pay
W4415748754,2025,2021-2026,Insurance/prepayment
W4415748754,2025,2021-2026,Financial protection/OOP
W4415757758,2025,2021-2026,Insurance/prepayment
W4415757758,2025,2021-2026,Financial protection/OOP
W4415907626,2025,2021-2026,Financial protection/OOP
W4415907626,2025,2021-2026,User fees/cost sharing
W4415907626,2025,2021-2026,Willingness to pay
W4415757042,2025,2021-2026,Financial protection/OOP
W4415757042,2025,2021-2026,Pooling
W4415757042,2025,2021-2026,Purchasing/provider payment
W4415757042,2025,2021-2026,Performance-based financing
W4415906361,2025,2021-2026,Financial protection/OOP
W4416048968,2025,2021-2026,Insurance/prepayment
W4416048968,2025,2021-2026,Financial protection/OOP
W4416083053,2025,2021-2026,Insurance/prepayment
W4416949713,2025,2021-2026,Insurance/prepayment
W4415796134,2025,2021-2026,Financial protection/OOP
W4415906118,2025,2021-2026,Insurance/prepayment
W4415906118,2025,2021-2026,Financial protection/OOP
W4415916770,2025,2021-2026,Insurance/prepayment
W4415906410,2025,2021-2026,Insurance/prepayment
W4415906410,2025,2021-2026,Financial protection/OOP
W7103994207,2025,2021-2026,Insurance/prepayment
W7104002748,2025,2021-2026,Insurance/prepayment
W7104005240,2025,2021-2026,Insurance/prepayment
W7104047428,2025,2021-2026,Insurance/prepayment
W4415954416,2025,2021-2026,Financial protection/OOP
W4416067668,2025,2021-2026,Insurance/prepayment
W4416067668,2025,2021-2026,Willingness to pay
W4416142879,2025,2021-2026,Insurance/prepayment
W4416142879,2025,2021-2026,Financial protection/OOP
W4416149320,2025,2021-2026,Insurance/prepayment
W4416238769,2025,2021-2026,Insurance/prepayment
W4416238769,2025,2021-2026,Financial protection/OOP
W4416263435,2025,2021-2026,Insurance/prepayment
W4416165690,2025,2021-2026,Insurance/prepayment
W4416197394,2025,2021-2026,Insurance/prepayment
W4416197394,2025,2021-2026,Purchasing/provider payment
W4416231441,2025,2021-2026,Insurance/prepayment
W4416231441,2025,2021-2026,Financial protection/OOP
W4416240451,2025,2021-2026,Insurance/prepayment
W4416240451,2025,2021-2026,Financial protection/OOP
W4416284933,2025,2021-2026,Insurance/prepayment
W7105882852,2025,2021-2026,Insurance/prepayment
W7105882852,2025,2021-2026,Financial protection/OOP
W7105905961,2025,2021-2026,Insurance/prepayment
W7105905961,2025,2021-2026,Financial protection/OOP
W7125929601,2025,2021-2026,Insurance/prepayment
W4416407868,2025,2021-2026,Revenue/public financing
W4416353867,2025,2021-2026,Revenue/public financing
W4416393271,2025,2021-2026,Financial protection/OOP
W4416396414,2025,2021-2026,Insurance/prepayment
W4416409926,2025,2021-2026,Insurance/prepayment
W4416753410,2025,2021-2026,Insurance/prepayment
W4416441567,2025,2021-2026,Financial protection/OOP
W4416501160,2025,2021-2026,Insurance/prepayment
W7106210870,2025,2021-2026,Insurance/prepayment
W7106228191,2025,2021-2026,Insurance/prepayment
W7106228191,2025,2021-2026,Performance-based financing
W7106321728,2025,2021-2026,Insurance/prepayment
W7106321728,2025,2021-2026,Performance-based financing
W4416904897,2025,2021-2026,Revenue/public financing
W7106484381,2025,2021-2026,Insurance/prepayment
W7117966841,2025,2021-2026,Insurance/prepayment
W7117966841,2025,2021-2026,Willingness to pay
W7115586150,2025,2021-2026,Financial protection/OOP
W7128504224,2025,2021-2026,Revenue/public financing
W4416782884,2025,2021-2026,Revenue/public financing
W4416784342,2025,2021-2026,Financial protection/OOP
W4416785040,2025,2021-2026,Insurance/prepayment
W4416785040,2025,2021-2026,Financial protection/OOP
W4416787782,2025,2021-2026,Insurance/prepayment
W4416787782,2025,2021-2026,Financial protection/OOP
W4416904237,2025,2021-2026,Financial protection/OOP
W4416813146,2025,2021-2026,Financial protection/OOP
W7107945251,2025,2021-2026,Insurance/prepayment
W7107945251,2025,2021-2026,Financial protection/OOP
W7109523396,2025,2021-2026,Insurance/prepayment
W7109523396,2025,2021-2026,Financial protection/OOP
W7109701742,2025,2021-2026,Insurance/prepayment
W7109701742,2025,2021-2026,Financial protection/OOP
W4416841945,2025,2021-2026,Insurance/prepayment
W4416854678,2025,2021-2026,Financial protection/OOP
W4416854678,2025,2021-2026,Revenue/public financing
W4416855449,2025,2021-2026,Insurance/prepayment
W4416855449,2025,2021-2026,Financial protection/OOP
W4417000018,2025,2021-2026,Insurance/prepayment
W4417000018,2025,2021-2026,User fees/cost sharing
W4417304671,2025,2021-2026,Financial protection/OOP
W4417315782,2025,2021-2026,Financial protection/OOP
W4417433458,2025,2021-2026,Insurance/prepayment
W7114789460,2025,2021-2026,Performance-based financing
W7115170157,2025,2021-2026,Insurance/prepayment
W4417077918,2025,2021-2026,Insurance/prepayment
W4417077918,2025,2021-2026,Financial protection/OOP
W4416937001,2025,2021-2026,Insurance/prepayment
W7113052112,2025,2021-2026,Insurance/prepayment
W4416977649,2025,2021-2026,Financial protection/OOP
W4417025654,2025,2021-2026,Insurance/prepayment
W4417025654,2025,2021-2026,Financial protection/OOP
W4417121871,2025,2021-2026,Insurance/prepayment
W7110853197,2025,2021-2026,Insurance/prepayment
W7110968690,2025,2021-2026,Insurance/prepayment
W4417147705,2025,2021-2026,Insurance/prepayment
W4417304646,2025,2021-2026,Insurance/prepayment
W4417304646,2025,2021-2026,Financial protection/OOP
W7111209714,2025,2021-2026,Insurance/prepayment
W7111209714,2025,2021-2026,Financial protection/OOP
W4417178787,2025,2021-2026,Insurance/prepayment
W4417193752,2025,2021-2026,Insurance/prepayment
W7134922514,2025,2021-2026,Insurance/prepayment
W7134922514,2025,2021-2026,Financial protection/OOP
W4417214245,2025,2021-2026,Financial protection/OOP
W4417232066,2025,2021-2026,Insurance/prepayment
W4417232066,2025,2021-2026,Financial protection/OOP
W4417234780,2025,2021-2026,Insurance/prepayment
W7115797001,2025,2021-2026,Financial protection/OOP
W4417261611,2025,2021-2026,Insurance/prepayment
W4417261611,2025,2021-2026,Financial protection/OOP
W4417305144,2025,2021-2026,Insurance/prepayment
W4417321395,2025,2021-2026,Insurance/prepayment
W4417321395,2025,2021-2026,Financial protection/OOP
W4417330479,2025,2021-2026,Insurance/prepayment
W4417330479,2025,2021-2026,Financial protection/OOP
W4417415898,2025,2021-2026,Insurance/prepayment
W4417415898,2025,2021-2026,Financial protection/OOP
W4417456917,2025,2021-2026,Financial protection/OOP
W4417485663,2025,2021-2026,Financial protection/OOP
W4417485663,2025,2021-2026,Willingness to pay
W4417535386,2025,2021-2026,Financial protection/OOP
W7116758617,2025,2021-2026,Insurance/prepayment
W7117467758,2025,2021-2026,Insurance/prepayment
W7117467758,2025,2021-2026,Financial protection/OOP
W7119549724,2025,2021-2026,Insurance/prepayment
W7119549724,2025,2021-2026,Financial protection/OOP
W7124710982,2025,2021-2026,Insurance/prepayment
W7124710982,2025,2021-2026,Financial protection/OOP
W7125920907,2025,2021-2026,Insurance/prepayment
W7117309999,2025,2021-2026,Insurance/prepayment
W7117357850,2025,2021-2026,Insurance/prepayment
W7117357850,2025,2021-2026,Revenue/public financing
W7117358682,2025,2021-2026,Insurance/prepayment
W7128479650,2025,2021-2026,Financial protection/OOP
W7117412538,2025,2021-2026,Insurance/prepayment
W7117412538,2025,2021-2026,Financial protection/OOP
W7117533882,2025,2021-2026,Insurance/prepayment
W7117533882,2025,2021-2026,Financial protection/OOP
W7117707155,2025,2021-2026,Financial protection/OOP
W7130577400,2025,2021-2026,Insurance/prepayment
W7130577400,2025,2021-2026,Revenue/public financing
W7143660304,2025,2021-2026,Insurance/prepayment
W7163915153,2025,2021-2026,Insurance/prepayment
W7163915153,2025,2021-2026,Pooling
W7117680879,2025,2021-2026,Insurance/prepayment
W7117719807,2025,2021-2026,Insurance/prepayment
W7117751226,2025,2021-2026,Insurance/prepayment
W7117968966,2025,2021-2026,Insurance/prepayment
W7117968966,2025,2021-2026,Financial protection/OOP
W7117968966,2025,2021-2026,Revenue/public financing
W7117985830,2025,2021-2026,Insurance/prepayment
W7117985830,2025,2021-2026,Financial protection/OOP
W7117985830,2025,2021-2026,Revenue/public financing
W7118000111,2025,2021-2026,Insurance/prepayment
W7118000111,2025,2021-2026,Financial protection/OOP
W7119709177,2025,2021-2026,Financial protection/OOP
W7119709177,2025,2021-2026,Revenue/public financing
W7124746122,2025,2021-2026,Insurance/prepayment
W7124746122,2025,2021-2026,Financial protection/OOP
W7126033868,2025,2021-2026,Insurance/prepayment
W7126058597,2025,2021-2026,Insurance/prepayment
W7128604493,2025,2021-2026,Insurance/prepayment
W7128629482,2025,2021-2026,Insurance/prepayment
W7147635634,2025,2021-2026,Insurance/prepayment
W7147635634,2025,2021-2026,Revenue/public financing
W7154973286,2025,2021-2026,Revenue/public financing
W7117883780,2026,2021-2026,Insurance/prepayment
W7117883780,2026,2021-2026,Willingness to pay
W7122690039,2026,2021-2026,Insurance/prepayment
W7123845677,2026,2021-2026,Insurance/prepayment
W7124168217,2026,2021-2026,Insurance/prepayment
W7124168217,2026,2021-2026,Financial protection/OOP
W7124168217,2026,2021-2026,User fees/cost sharing
W7124242939,2026,2021-2026,Performance-based financing
W7124287813,2026,2021-2026,Insurance/prepayment
W7124585316,2026,2021-2026,Insurance/prepayment
W7125499179,2026,2021-2026,Insurance/prepayment
W7126262255,2026,2021-2026,Revenue/public financing
W7127060372,2026,2021-2026,Insurance/prepayment
W7127060372,2026,2021-2026,Financial protection/OOP
W7127109005,2026,2021-2026,Revenue/public financing
W7127906537,2026,2021-2026,Insurance/prepayment
W7127906537,2026,2021-2026,Financial protection/OOP
W7128292890,2026,2021-2026,Insurance/prepayment
W7128934299,2026,2021-2026,Insurance/prepayment
W7128934299,2026,2021-2026,Financial protection/OOP
W7129118742,2026,2021-2026,Insurance/prepayment
W7129118742,2026,2021-2026,Purchasing/provider payment
W7131117258,2026,2021-2026,Insurance/prepayment
W7131117258,2026,2021-2026,Financial protection/OOP
W7131117258,2026,2021-2026,Pooling
W7131117258,2026,2021-2026,Purchasing/provider payment
W7131406589,2026,2021-2026,Insurance/prepayment
W7131406720,2026,2021-2026,Insurance/prepayment
W7131648936,2026,2021-2026,Insurance/prepayment
W7131781592,2026,2021-2026,Insurance/prepayment
W7131781592,2026,2021-2026,Financial protection/OOP
W7135059063,2026,2021-2026,Insurance/prepayment
W7135059063,2026,2021-2026,Financial protection/OOP
W7137215394,2026,2021-2026,Revenue/public financing
W7137871867,2026,2021-2026,Insurance/prepayment
W7137871867,2026,2021-2026,Financial protection/OOP
W7139053945,2026,2021-2026,Financial protection/OOP
W7139071709,2026,2021-2026,Insurance/prepayment
W7139071709,2026,2021-2026,Financial protection/OOP
W7141225728,2026,2021-2026,Insurance/prepayment
W7153952446,2026,2021-2026,Insurance/prepayment
W7155387277,2026,2021-2026,Purchasing/provider payment
W7156863973,2026,2021-2026,Insurance/prepayment
W7156863973,2026,2021-2026,Financial protection/OOP
W7160201703,2026,2021-2026,Insurance/prepayment
W7161039512,2026,2021-2026,Insurance/prepayment
W7161133465,2026,2021-2026,Insurance/prepayment
W7161135389,2026,2021-2026,Insurance/prepayment
W7161135389,2026,2021-2026,Financial protection/OOP
W7161135389,2026,2021-2026,Purchasing/provider payment
W7161715771,2026,2021-2026,Insurance/prepayment
W7161715771,2026,2021-2026,Financial protection/OOP
W7164205678,2026,2021-2026,Financial protection/OOP
W7165120360,2026,2021-2026,Insurance/prepayment
W7165256475,2026,2021-2026,Purchasing/provider payment
W7165500668,2026,2021-2026,Purchasing/provider payment
W7165500708,2026,2021-2026,Purchasing/provider payment
W7165501256,2026,2021-2026,Purchasing/provider payment
W7165501579,2026,2021-2026,Purchasing/provider payment
W7165502462,2026,2021-2026,Purchasing/provider payment
W7165504699,2026,2021-2026,Purchasing/provider payment
W7165511474,2026,2021-2026,Purchasing/provider payment
W7166577228,2026,2021-2026,Financial protection/OOP
W7167721205,2026,2021-2026,Insurance/prepayment
W7167721205,2026,2021-2026,Financial protection/OOP
W7167928605,2026,2021-2026,Performance-based financing
W7169652883,2026,2021-2026,Purchasing/provider payment
W7170173850,2026,2021-2026,Insurance/prepayment
W7171664942,2026,2021-2026,Revenue/public financing
W7171738089,2026,2021-2026,Insurance/prepayment
W7171738089,2026,2021-2026,Financial protection/OOP
W7171738089,2026,2021-2026,Pooling
W7171932887,2026,2021-2026,Revenue/public financing
W7172341257,2026,2021-2026,Insurance/prepayment
W7172453634,2026,2021-2026,Insurance/prepayment
W7202210407,2026,2021-2026,Insurance/prepayment
W7202221749,2026,2021-2026,Insurance/prepayment
W7203596133,2026,2021-2026,Purchasing/provider payment
W7203601076,2026,2021-2026,Insurance/prepayment
W7203603091,2026,2021-2026,Insurance/prepayment
W7203608372,2026,2021-2026,Insurance/prepayment
W7203629631,2026,2021-2026,Insurance/prepayment
W7203885526,2026,2021-2026,Insurance/prepayment
W7203885526,2026,2021-2026,Financial protection/OOP
W7203885526,2026,2021-2026,Pooling
W7203885526,2026,2021-2026,User fees/cost sharing
W7204265671,2026,2021-2026,Insurance/prepayment
W7204488096,2026,2021-2026,Insurance/prepayment
W7204488096,2026,2021-2026,Pooling
W7204488096,2026,2021-2026,User fees/cost sharing
W7204840528,2026,2021-2026,Revenue/public financing
W7204987815,2026,2021-2026,Financial protection/OOP
W7211987544,2026,2021-2026,Financial protection/OOP
W7118087490,2026,2021-2026,Financial protection/OOP
W7123953391,2026,2021-2026,Insurance/prepayment
W7127047140,2026,2021-2026,Insurance/prepayment
W7127047140,2026,2021-2026,Financial protection/OOP
W7140034001,2026,2021-2026,Insurance/prepayment
W7119519212,2026,2021-2026,Insurance/prepayment
W7119895634,2026,2021-2026,Financial protection/OOP
W7120156798,2026,2021-2026,Insurance/prepayment
W7120061480,2026,2021-2026,Insurance/prepayment
W7122455085,2026,2021-2026,Insurance/prepayment
W7122526021,2026,2021-2026,Insurance/prepayment
W7122794105,2026,2021-2026,Insurance/prepayment
W7122794105,2026,2021-2026,Financial protection/OOP
W7123357128,2026,2021-2026,Insurance/prepayment
W7123357128,2026,2021-2026,Financial protection/OOP
W7124158170,2026,2021-2026,Insurance/prepayment
W7124310996,2026,2021-2026,Insurance/prepayment
W7125437099,2026,2021-2026,Insurance/prepayment
W7126155147,2026,2021-2026,Insurance/prepayment
W7126155147,2026,2021-2026,Financial protection/OOP
W7126187257,2026,2021-2026,Insurance/prepayment
W7126187257,2026,2021-2026,Financial protection/OOP
W7124430446,2026,2021-2026,Insurance/prepayment
W7124430446,2026,2021-2026,Willingness to pay
W7124926901,2026,2021-2026,Revenue/public financing
W7125523516,2026,2021-2026,Insurance/prepayment
W7143460909,2026,2021-2026,Insurance/prepayment
W7143460909,2026,2021-2026,Financial protection/OOP
W7124540289,2026,2021-2026,Insurance/prepayment
W7124681186,2026,2021-2026,Insurance/prepayment
W7124764556,2026,2021-2026,Financial protection/OOP
W7139933368,2026,2021-2026,Insurance/prepayment
W7139933368,2026,2021-2026,Financial protection/OOP
W7139958319,2026,2021-2026,Insurance/prepayment
W7139958319,2026,2021-2026,Financial protection/OOP
W7140181375,2026,2021-2026,Financial protection/OOP
W7125214253,2026,2021-2026,Insurance/prepayment
W7125378004,2026,2021-2026,Insurance/prepayment
W7125403044,2026,2021-2026,Insurance/prepayment
W7125403044,2026,2021-2026,Financial protection/OOP
W7125405440,2026,2021-2026,Insurance/prepayment
W7125475152,2026,2021-2026,Insurance/prepayment
W7125475152,2026,2021-2026,Revenue/public financing
W7125475152,2026,2021-2026,User fees/cost sharing
W7125608683,2026,2021-2026,Insurance/prepayment
W7125608683,2026,2021-2026,Financial protection/OOP
W7125799563,2026,2021-2026,Insurance/prepayment
W7125781520,2026,2021-2026,Insurance/prepayment
W7125925180,2026,2021-2026,Insurance/prepayment
W7125950573,2026,2021-2026,Insurance/prepayment
W7125960960,2026,2021-2026,Insurance/prepayment
W7125926820,2026,2021-2026,Financial protection/OOP
W7125926820,2026,2021-2026,Purchasing/provider payment
W7126093255,2026,2021-2026,Insurance/prepayment
W7126213839,2026,2021-2026,Insurance/prepayment
W7126238514,2026,2021-2026,Insurance/prepayment
W7126238514,2026,2021-2026,Willingness to pay
W7126254766,2026,2021-2026,Insurance/prepayment
W7126254766,2026,2021-2026,User fees/cost sharing
W7126369669,2026,2021-2026,Insurance/prepayment
W7126384391,2026,2021-2026,Insurance/prepayment
W7126404736,2026,2021-2026,Financial protection/OOP
W7127985593,2026,2021-2026,Insurance/prepayment
W7127055821,2026,2021-2026,Insurance/prepayment
W7127055821,2026,2021-2026,Financial protection/OOP
W7128988288,2026,2021-2026,Insurance/prepayment
W7134952123,2026,2021-2026,Insurance/prepayment
W7127179045,2026,2021-2026,Insurance/prepayment
W7128524888,2026,2021-2026,Insurance/prepayment
W7128524888,2026,2021-2026,Financial protection/OOP
W7127368175,2026,2021-2026,Insurance/prepayment
W7127383021,2026,2021-2026,Insurance/prepayment
W7127383021,2026,2021-2026,Financial protection/OOP
W7127383021,2026,2021-2026,Willingness to pay
W7130841546,2026,2021-2026,Financial protection/OOP
W7130841546,2026,2021-2026,Revenue/public financing
W7130841546,2026,2021-2026,User fees/cost sharing
W7128004946,2026,2021-2026,Financial protection/OOP
W7133335390,2026,2021-2026,Insurance/prepayment
W7128158859,2026,2021-2026,Financial protection/OOP
W7128169150,2026,2021-2026,Insurance/prepayment
W7128438445,2026,2021-2026,Financial protection/OOP
W7128498406,2026,2021-2026,Insurance/prepayment
W7128498406,2026,2021-2026,Financial protection/OOP
W7128547295,2026,2021-2026,Insurance/prepayment
W7128470337,2026,2021-2026,Financial protection/OOP
W7128590873,2026,2021-2026,Insurance/prepayment
W7162054163,2026,2021-2026,Insurance/prepayment
W7128765637,2026,2021-2026,Insurance/prepayment
W7128765637,2026,2021-2026,Financial protection/OOP
W7128771783,2026,2021-2026,Financial protection/OOP
W7128771783,2026,2021-2026,Revenue/public financing
W7128771783,2026,2021-2026,Purchasing/provider payment
W7128910203,2026,2021-2026,Financial protection/OOP
W7135368910,2026,2021-2026,Insurance/prepayment
W7135370600,2026,2021-2026,Insurance/prepayment
W7129074269,2026,2021-2026,Financial protection/OOP
W7129261621,2026,2021-2026,Insurance/prepayment
W7130502667,2026,2021-2026,Revenue/public financing
W7131657773,2026,2021-2026,Insurance/prepayment
W7131657773,2026,2021-2026,Purchasing/provider payment
W7131308563,2026,2021-2026,Insurance/prepayment
W7130843198,2026,2021-2026,Insurance/prepayment
W7130843198,2026,2021-2026,Financial protection/OOP
W7130853125,2026,2021-2026,Insurance/prepayment
W7130884291,2026,2021-2026,Insurance/prepayment
W7130884291,2026,2021-2026,Financial protection/OOP
W7133233309,2026,2021-2026,Insurance/prepayment
W7133233309,2026,2021-2026,Financial protection/OOP
W7133233309,2026,2021-2026,Purchasing/provider payment
W7211876464,2026,2021-2026,Financial protection/OOP
W7211910159,2026,2021-2026,Financial protection/OOP
W7133514519,2026,2021-2026,Financial protection/OOP
W7132840049,2026,2021-2026,Insurance/prepayment
W7131816178,2026,2021-2026,Insurance/prepayment
W7131850736,2026,2021-2026,Insurance/prepayment
W7131631331,2026,2021-2026,Insurance/prepayment
W7131631331,2026,2021-2026,Financial protection/OOP
W7131812454,2026,2021-2026,Performance-based financing
W7131845720,2026,2021-2026,Insurance/prepayment
W7131845720,2026,2021-2026,Financial protection/OOP
W7131850343,2026,2021-2026,Performance-based financing
W7133218643,2026,2021-2026,Insurance/prepayment
W7133336497,2026,2021-2026,Insurance/prepayment
W7162197161,2026,2021-2026,Insurance/prepayment
W7162214368,2026,2021-2026,Insurance/prepayment
W7131843076,2026,2021-2026,Financial protection/OOP
W7131895202,2026,2021-2026,Financial protection/OOP
W7134060381,2026,2021-2026,Insurance/prepayment
W7134060381,2026,2021-2026,Financial protection/OOP
W7139093141,2026,2021-2026,Financial protection/OOP
W7151820346,2026,2021-2026,Insurance/prepayment
W7151820346,2026,2021-2026,Financial protection/OOP
W7152118237,2026,2021-2026,Insurance/prepayment
W7152118237,2026,2021-2026,Financial protection/OOP
W7152118237,2026,2021-2026,Pooling
W7167816924,2026,2021-2026,Financial protection/OOP
