reference_id,local_citations
W2945703515,1
W4200398633,1
W2913896042,1
W2889499566,1
W2137054915,1
W4383222217,1
W4311963026,1
W6656910113,1
W3092324099,1
W3152679296,1
W6778987650,1
W6813180074,1
W3119405285,1
W6776532966,1
W2993123607,1
W2738895407,1
W3024836116,1
W6736861047,1
W3173191113,1
W2793350103,1
W4316341693,1
W2789303199,1
W3209525305,1
W3112425613,1
W2972745945,1
W3091800042,1
W6788262746,1
W4379055437,1
W4400479045,1
W4234449713,1
W6796200666,1
W3113702372,1
W6785984092,1
W3106831181,1
W6801643409,1
W2004232234,1
W2742711470,1
W4400737368,1
W6678429926,1
W6775408638,1
W3048165682,1
W4321178700,1
W6703817840,1
W3144171146,1
W4232139103,1
W6802781329,1
W3005653953,1
W6765570968,1
W4285144947,1
W3205353036,1
W3206465546,1
W4387478207,1
W6802697212,1
W3090982981,1
W2340677676,1
W3114267784,1
W3036874044,1
W4214895246,1
W2997529933,1
W3015469448,1
W3145431373,1
W3203518055,1
W6775166845,1
W3122128306,1
W6792521013,1
W2742279476,1
W3200293541,1
W2987886073,1
W4295077688,1
W6780228707,1
W6786896825,1
W2773266137,1
W3032685092,1
W3153536832,1
W6758817510,1
W6787623561,1
W3118941520,1
W6777150506,1
W4206403877,1
W2171362509,1
W6703817854,1
W3196027488,1
W1589666723,1
W2339371375,1
W4389683660,1
W4214569202,1
W2518482153,1
W4288422748,1
W4212983734,1
W4399054923,1
W3087442944,1
W4394709997,1
W4225163882,1
W2783465553,1
W4392243148,1
W3123271778,1
W4387880964,1
W4210291895,1
W3189272062,1
W2783188980,1
W4387253911,1
W3026045600,1
W1662473182,1
W2513311475,1
W2341753922,1
W4320856891,1
W4321116313,1
W3119562005,1
W1949010708,1
W4309712706,1
W4309714901,1
W3199069121,1
W6685521365,1
W2789842345,1
W2891015488,1
W4240515078,1
W4377232724,1
W4398137502,1
W4372328836,1
W4321168882,1
W2954618012,1
W4377220774,1
W2094642875,1
W2771473478,1
W2981503235,1
W2120979891,1
W1981873722,1
W2128037334,1
W2514977214,1
W4220945642,1
W3157651122,1
W6856574348,1
W3191397578,1
W2088457568,1
W4386581577,1
W4290775422,1
W4400682697,1
W6726046653,1
W2982279350,1
W2344328160,1
W2994949787,1
W4296334721,1
W2602831653,1
W4386757277,1
W3038614642,1
W3159835972,1
W1971730543,1
W3023172537,1
W4221107568,1
W2155274319,1
W4240787498,1
W2010674821,1
W2163699426,1
W2283988088,1
W2014586159,1
W2962818310,1
W1510002261,1
W2079753388,1
W2898705720,1
W2896543778,1
W4285503183,1
W1529849012,1
W4296922474,1
W3008129445,1
W2154707615,1
W4253877253,1
W3121140023,1
W4255990624,1
W3210189782,1
W2954800806,1
W3126476755,1
W3033397787,1
W4390502090,1
W4205972784,1
W4207083690,1
W2808558019,1
W2707002830,1
W3131486905,1
W4283586926,1
W3135800687,1
W2936519770,1
W3000112879,1
W6839509819,1
W2776311277,1
W2128136313,1
W2004632224,1
W4221022098,1
W6789428339,1
W2593621230,1
W2884547146,1
W4220701728,1
W3205177877,1
W2335986851,1
W2921431792,1
W1355596,1
W2146748819,1
W2169079338,1
W2097442448,1
W2767168513,1
W3017263980,1
W3097765434,1
W2154701501,1
W2079098200,1
W2990160831,1
W4317214496,1
W3111756233,1
W2036956387,1
W2948739416,1
W2795714144,1
W3198885266,1
W2091977306,1
W2888588674,1
W3107993577,1
W6772716604,1
W4319071930,1
W2565884969,1
W4214504757,1
W6704726074,1
W2999295561,1
W3155410124,1
W4410171835,1
W108753682,1
W3022223324,1
W2747689099,1
W3158140510,1
W2886220574,1
W2913437656,1
W4310095884,1
W2802013153,1
W2491568905,1
W3135050853,1
W2959905654,1
W4385622521,1
W2142194547,1
W2996102951,1
W3131704889,1
W3111866228,1
W4225308785,1
W2183164970,1
W3134230515,1
W4401824170,1
W2992943073,1
W3044377510,1
W2265274463,1
W4389958554,1
W1941553121,1
W3045928259,1
W3139802940,1
W2897524335,1
W2979979113,1
W3121913280,1
W2915216676,1
W2585418778,1
W6794216717,1
W1998162968,1
W6758981974,1
W3033095922,1
W2913587998,1
W2894876481,1
W3006607088,1
W3093767001,1
W4327697240,1
W4308954085,1
W3207876046,1
W2991944328,1
W2810040899,1
W1446420006,1
W2895358423,1
W1832897790,1
W2883385946,1
W3032276648,1
W3043647951,1
W2995625862,1
W4206761728,1
W6843248207,1
W4220944659,1
W4392145600,1
W4322760637,1
W2616634474,1
W4297249004,1
W3139528122,1
W4365420224,1
W3037845607,1
W2552426847,1
W3005463941,1
W2565620924,1
W2942040758,1
W2939718751,1
W2961775114,1
W3080480643,1
W4293677294,1
W2945267182,1
W2483872386,1
W2076939211,1
W2789529728,1
W1858804344,1
W3047225376,1
W3030317699,1
W4391484546,1
W2132033829,1
W3123722757,1
W4317436812,1
W2037701205,1
W3126676898,1
W3168312119,1
W2967760385,1
W3083282120,1
W2320304532,1
W4312744594,1
W4391612232,1
W3012525193,1
W4283803762,1
W2565071409,1
W2955402364,1
W3214063850,1
W3044705306,1
W2943959782,1
W2165429299,1
W3041819868,1
W2948624332,1
W2587270862,1
W2990202343,1
W4366549501,1
W2936473746,1
W3133101076,1
W4288442044,1
W3138810137,1
W2747594862,1
W2970401214,1
W1973055540,1
W2956622947,1
W3006880319,1
W201617469,1
W2968803386,1
W4226340298,1
W3003973063,1
W2900927824,1
W2118500471,1
W2943612449,1
W2790835907,1
W3129658926,1
W2156608844,1
W4282931476,1
W2098808544,1
W2100257258,1
W2036017373,1
W2600361628,1
W2926454436,1
W4220909361,1
W4220948770,1
W2014267743,1
W3200748187,1
W2031217066,1
W1026505939,1
W2106234893,1
W4298352491,1
W1487745556,1
W1936764152,1
W2044612846,1
W3000534932,1
W2891755706,1
W2962567400,1
W3149867929,1
W4318225064,1
W2125377515,1
W2971569643,1
W2057670138,1
W6999319717,1
W4384277106,1
W2099019068,1
W6786614128,1
W3089121866,1
W4312114541,1
W2145555293,1
W2132515061,1
W3109014791,1
W4253114755,1
W2097479456,1
W4205673101,1
W6684697212,1
W6674755559,1
W6987482434,1
W4384926285,1
W4224025241,1
W3009646738,1
W2973105839,1
W3000091713,1
W4206521173,1
W6713419075,1
W2067289555,1
W6748135875,1
W2788569014,1
W2052654293,1
W3164921016,1
W4210278561,1
W3170947912,1
W1968021637,1
W2403581464,1
W4401659540,1
W4386246301,1
W2020480331,1
W2501467509,1
W4385154833,1
W2167858356,1
W1827945361,1
W2167032523,1
W6704248321,1
W2321600203,1
W3126048465,1
W2107067966,1
W2886834546,1
W2143531251,1
W4383874514,1
W4312266700,1
W6848874939,1
W6760229248,1
W6678785685,1
W2038273794,1
W2477980627,1
W2527853308,1
W4224283768,1
W3096569226,1
W6728027719,1
W6760914127,1
W3166836284,1
W2531214069,1
W1979018899,1
W2335274386,1
W4393794571,1
W3181139120,1
W2596315545,1
W3125594344,1
W4207083472,1
W2071352950,1
W3122652718,1
W2412862172,1
W3123517985,1
W2979774728,1
W2910772998,1
W2945293104,1
W2779650760,1
W3112817596,1
W2095756471,1
W3126123097,1
W4238383472,1
W3020875595,1
W2610248313,1
W2762798126,1
W3124485762,1
W4200124540,1
W107433411,1
W2339573327,1
W3213414586,1
W4393345987,1
W2059929364,1
W4213197074,1
W3175117491,1
W3196062731,1
W2936590944,1
W4313331380,1
W2943597722,1
W2978400121,1
W3039437037,1
W2595553153,1
W2786970068,1
W4386862017,1
W4390056455,1
W1867017453,1
W4285061194,1
W6608520938,1
W6849291002,1
W6714091315,1
W3210043448,1
W4253580852,1
W5558053,1
W2096320699,1
W2791537082,1
W2964099165,1
W6909881351,1
W3124430794,1
W4323354653,1
W2038458296,1
W3125837522,1
W2026772829,1
W4322731891,1
W2090514228,1
W3012023095,1
W3134974804,1
W2115994519,1
W2981885818,1
W4387378287,1
W994496612,1
W6690243488,1
W4237675789,1
W2553595877,1
W2739521562,1
W3193689383,1
W2946533711,1
W3012457404,1
W2953310925,1
W2579942960,1
W3206557727,1
W3198590919,1
W2024843519,1
W1979309706,1
W2090870220,1
W3002211593,1
W3045319509,1
W1529476591,1
W4282935033,1
W2077476869,1
W4317434814,1
W2034392626,1
W2113809823,1
W3134189123,1
W2081310448,1
W1596726679,1
W2887058282,1
W2998657800,1
W2992987354,1
W2106183779,1
W2900535504,1
W2903372175,1
W3006193894,1
W2098735230,1
W4386319105,1
W3153300371,1
W2116746085,1
W4310467316,1
W6763383379,1
W1859502711,1
W4387176966,1
W2887412569,1
W2109803412,1
W1935562153,1
W1985818520,1
W4280575778,1
W1630534919,1
W3165630130,1
W2084184410,1
W2343783328,1
W3199496931,1
W2064023259,1
W4236447408,1
W2297248573,1
W3122287636,1
W2981072274,1
W2967549648,1
W3200778084,1
W3013809263,1
W3087677175,1
W3092329338,1
W3129436263,1
W3200910925,1
W4316813355,1
W3123542774,1
W3119619942,1
W4289313242,1
W1642101863,1
W2166238316,1
W2473443487,1
W3098458099,1
W3092653475,1
W3048734103,1
W2337028196,1
W2060358790,1
W4391480748,1
W2906031947,1
W2087881910,1
W4291754690,1
W1936067993,1
W2282134061,1
W3201061471,1
W2005092827,1
W2135766934,1
W3011898863,1
W4281640152,1
W1987286910,1
W2724451881,1
W2948687970,1
W4200115803,1
W2413840146,1
W3143820191,1
W2606200452,1
W35705976,1
W6849904876,1
W2780792650,1
W3007562719,1
W6982552601,1
W6736032101,1
W2992098494,1
W2600792000,1
W4322096421,1
W1509760042,1
W2973077705,1
W2529035277,1
W2900971128,1
W4236681742,1
W3110281866,1
W3081291028,1
W6601402322,1
W4321488636,1
W2165367048,1
W6959924390,1
W2087970116,1
W1944451286,1
W3102393927,1
W4291732986,1
W2070063698,1
W2326133504,1
W2541008432,1
W2894052871,1
W2024180819,1
W2606902647,1
W7056825539,1
W2074861811,1
W4214767839,1
W2083292454,1
W2090154105,1
W4206503695,1
W3108287252,1
W1994344225,1
W4293566928,1
W2904073693,1
W4317372338,1
W2905117079,1
W2763468320,1
W2425390133,1
W2972633178,1
W4205628463,1
W4385892355,1
W2274867930,1
W2082731986,1
W2954531375,1
W2999122675,1
W6683904486,1
W2020675527,1
W6860716307,1
W4220737009,1
W4392345806,1
W1006867692,1
W2043031379,1
W4387436329,1
W2024089885,1
W2294149857,1
W2522429262,1
W3114065280,1
W2106953173,1
W2791349494,1
W1979410730,1
W2071562692,1
W4385147767,1
W1974641662,1
W7073542397,1
W2322750767,1
W3108518672,1
W4387381473,1
W2476181906,1
W1526394977,1
W2583677922,1
W2769215926,1
W1580531203,1
W2891876680,1
W2063102065,1
W2935355093,1
W1538276037,1
W2947346820,1
W2528183365,1
W3214935704,1
W2293438952,1
W2552319314,1
W2990697354,1
W2564647690,1
W2618872266,1
W2047299824,1
W4366283740,1
W2544516434,1
W2589082547,1
W4389455017,1
W2083310187,1
W2937679172,1
W3004955343,1
W2138123019,1
W2965690281,1
W2518125121,1
W3209196398,1
W3096656155,1
W118437433,1
W2920806532,1
W2885950593,1
W2290990583,1
W1476400025,1
W2807003753,1
W1945860620,1
W2559837976,1
W2578890358,1
W3009367791,1
W2105976862,1
W2525429568,1
W2220044669,1
W1758814283,1
W2518261154,1
W2910456254,1
W2734587367,1
W4294628836,1
W2466455802,1
W2018941743,1
W2568331873,1
W2913660106,1
W4205400539,1
W2123803825,1
W4285676591,1
W2063841790,1
W4206444459,1
W2153399439,1
W3037962314,1
W2516172092,1
W3033954441,1
W3045210202,1
W2999822729,1
W2774743973,1
W4230647411,1
W2949996410,1
W2053651253,1
W1995928597,1
W4390231558,1
W2938919280,1
W2110139250,1
W4306738477,1
W2769797900,1
W3089558432,1
W1646864759,1
W2932995215,1
W4284969683,1
W4388034506,1
W2110519984,1
W2566205308,1
W3090038799,1
W2418594856,1
W2365953715,1
W1973925112,1
W3160766186,1
W2172219617,1
W2218244946,1
W2904988032,1
W2063450440,1
W2160605010,1
W3022770439,1
W3134515240,1
W2100644533,1
W6686287715,1
W2119414163,1
W1995064113,1
W3127178506,1
W1556418632,1
W2904884150,1
W2136519218,1
W6730750600,1
W2911901243,1
W2164771123,1
W3126559484,1
W3025114740,1
W2158926431,1
W4294884339,1
W4287463733,1
W2068129931,1
W6833565164,1
W2121113196,1
W3095596738,1
W2164791654,1
W4210821693,1
W4377095812,1
W2130183383,1
W2033942923,1
W2296499839,1
W4378378753,1
W2781765163,1
W2087956351,1
W2159927369,1
W3092156597,1
W2094368311,1
W1481269173,1
W3125707582,1
W1979857951,1
W6637730983,1
W1558747506,1
W1972320266,1
W3023643759,1
W6672842733,1
W2895841634,1
W3026237845,1
W4391939939,1
W3196813928,1
W2980258356,1
W2078852878,1
W2963161248,1
W1893384134,1
W634911892,1
W1596515083,1
W1906135274,1
W2246069969,1
W4210477569,1
W6766806892,1
W1550294132,1
W1715155134,1
W2100382622,1
W2058718434,1
W3110944153,1
W2147307435,1
W3176753518,1
W2115988822,1
W4389626248,1
W2792308249,1
W4303183227,1
W6786482871,1
W3212215791,1
W2755121006,1
W4290851352,1
W2012082729,1
W2176570791,1
W221401484,1
W1598542599,1
W3213300062,1
W2784156628,1
W6808615615,1
W2186421006,1
W3041202517,1
W2952759995,1
W2990206932,1
W2307938957,1
W2030739748,1
W1992175202,1
W2188422774,1
W1508634523,1
W2014817703,1
W4322097816,1
W2489616931,1
W2010702903,1
W2499103225,1
W1987621316,1
W1976312011,1
W2230176076,1
W2094464492,1
W2115645133,1
W2504753605,1
W1523693806,1
W2010757131,1
W2055999941,1
W1562303665,1
W2091533593,1
W2170059143,1
W2116811557,1
W2884652165,1
W2169836272,1
W3200494956,1
W2964973221,1
W3198795572,1
W2026455867,1
W2792112522,1
W2135145575,1
W3171069291,1
W2793141437,1
W2613083488,1
W6639168640,1
W6912457677,1
W2031840462,1
W4235130871,1
W2947770046,1
W4296633484,1
W2023213650,1
W3137045624,1
W1507455620,1
W4309373815,1
W1980130408,1
W2418990382,1
W1891104972,1
W2008590049,1
W3202186063,1
W4312817543,1
W6652455334,1
W2026702936,1
W2059968960,1
W3122780218,1
W2108934935,1
W1594301268,1
W6683050741,1
W4252610587,1
W1600671086,1
W2105819205,1
W4224023280,1
W597941156,1
W3119609799,1
W2049997112,1
W2103326696,1
W2562926004,1
W2772752496,1
W2004284440,1
W2048005030,1
W4327700196,1
W3033763582,1
W2095795445,1
W2983671637,1
W2990583608,1
W4380840095,1
W2947472523,1
W1608165352,1
W2990290820,1
W2589167453,1
W2913828842,1
W4376619791,1
W4313148978,1
W2994550146,1
W4286209194,1
W3092741083,1
W3040630561,1
W2994666228,1
W2905838161,1
W2901908500,1
W1911723277,1
W2994678370,1
W3194759886,1
W4293008664,1
W4384071342,1
W2919477414,1
W2802120533,1
W3013600833,1
W2902508378,1
W2919771246,1
W6792580617,1
W2277132665,1
W2341252499,1
W2521263838,1
W3155821498,1
W2565139906,1
W2127606804,1
W2009741955,1
W6686710751,1
W4312067483,1
W3136881490,1
W3095931302,1
W2575227472,1
W2979767056,1
W3003961597,1
W2620094952,1
W2897198941,1
W3121412034,1
W2797670168,1
W4312075174,1
W1981358475,1
W1482797281,1
W2146284085,1
W3023144858,1
W1816893564,1
W6683667848,1
W2023668736,1
W6894026278,1
W2575569836,1
W4210775420,1
W6637286149,1
W4399900424,1
W1602126724,1
W575712408,1
W2946130880,1
W3081817818,1
W3089788875,1
W2982379106,1
W2767423872,1
W2917501962,1
W2944295131,1
W2998499274,1
W3021610843,1
W6644694879,1
W3181173970,1
W2805069672,1
W2794061250,1
W2995284626,1
W6646283587,1
W1530466595,1
W4294816828,1
W4206569210,1
W2785775741,1
W2964543001,1
W4242163498,1
W3048626289,1
W3181869980,1
W2004905061,1
W2962822313,1
W3163928990,1
W2903582594,1
W3169496992,1
W6868548154,1
W4213237029,1
W3175480627,1
W4388053123,1
W2993123114,1
W2998752185,1
W2947012878,1
W3209056452,1
W2921139585,1
W134417960,1
W1558113582,1
W2460112555,1
W4399256153,1
W3148849430,1
W2991727075,1
W4385833265,1
W4238069031,1
W3043469742,1
W3013123743,1
W2897720549,1
W4309323344,1
W2038515372,1
W3210509849,1
W2766150752,1
W2978063180,1
W3160554220,1
W4283521149,1
W3091850164,1
W4245595689,1
W4220860707,1
W4296638863,1
W3026663830,1
W3080155190,1
W4210599604,1
W2905999619,1
W3205339862,1
W2914184162,1
W2971706868,1
W2483870201,1
W3007866300,1
W2136602717,1
W1583278297,1
W3118223051,1
W2588124542,1
W1656557635,1
W2598233282,1
W3108680538,1
W3037531591,1
W2182716549,1
W2163227771,1
W1878235648,1
W2272590331,1
W3025973334,1
W3098530345,1
W6756427405,1
W4225815613,1
W2469490025,1
W2107679459,1
W1963916765,1
W2147664728,1
W2757153932,1
W4200558553,1
W3021443729,1
W2130669545,1
W1522834024,1
W2594159856,1
W2011747645,1
W2967057584,1
W3123052489,1
W3123475321,1
W2139817025,1
W2998516735,1
W2791753912,1
W6720667865,1
W3005464981,1
W2010977977,1
W3144850668,1
W4375851934,1
W2767404358,1
W4375851974,1
W3023892674,1
W3132028455,1
W3162402260,1
W2414051710,1
W2111385632,1
W2086794078,1
W4226152941,1
W4317754309,1
W3206760623,1
W2528112323,1
W3206998924,1
W4304690492,1
W4225165521,1
W2922831931,1
W2767686481,1
W4297259615,1
W3013540635,1
W2400345030,1
W4226372668,1
W4205703156,1
W2895082050,1
W2912603240,1
W4321748419,1
W4281773158,1
W3183802008,1
W4375852064,1
W2950700489,1
W2301449167,1
W4361290442,1
W2042660852,1
W4363678266,1
W2884973323,1
W2889124058,1
W6712884891,1
W4375851907,1
W2081007272,1
W3135138087,1
W2925359132,1
W2981596557,1
W4226197675,1
W2792250907,1
W2788348200,1
W4205977786,1
W2953948703,1
W2476695450,1
W2955012210,1
W2760222460,1
W2417999968,1
W3159811539,1
W1794403333,1
W1994394210,1
W2062808749,1
W4320079087,1
W3089511757,1
W2281008158,1
W3169991114,1
W3094806106,1
W3130181724,1
W4224311955,1
W2736143725,1
W4388632328,1
W4304807394,1
W2559140865,1
W2127665449,1
W4308695909,1
W2541131855,1
W2969931457,1
W2148219171,1
W4386422401,1
W2519910102,1
W2752628317,1
W6643579054,1
W4285407607,1
W1964980302,1
W6790544645,1
W3178495092,1
W3115248178,1
W3205449426,1
W1569469427,1
W1541914996,1
W2619134258,1
W2910623854,1
W4251465197,1
W338611730,1
W2057259827,1
W2327745250,1
W3119445983,1
W6630632471,1
W2073209853,1
W2128131424,1
W3123575677,1
W2095453718,1
W2986357756,1
W2375481,1
W2909940748,1
W2321285204,1
W3124064698,1
W3122585396,1
W1704588382,1
W2061601685,1
W6742537550,1
W4231108233,1
W2742400806,1
W3122605672,1
W2156432147,1
W2735887674,1
W2105710755,1
W4210513632,1
W2069518950,1
W2018754319,1
W2078709055,1
W911526302,1
W3140782632,1
W2346129514,1
W2081908573,1
W2113170529,1
W1853653714,1
W1593653116,1
W4379536643,1
W4311305789,1
W4210321660,1
W2896514460,1
W3174817091,1
W4297684454,1
W4313450498,1
W4322752012,1
W4293217582,1
W4253177366,1
W4226211417,1
W3025234571,1
W3035129579,1
W2911319500,1
W2779089873,1
W2191191673,1
W3089826508,1
W4210902349,1
W2807411253,1
W2197260957,1
W2954941636,1
W1997871979,1
W2146411203,1
W7066278906,1
W3124317057,1
W79304350,1
W1985669843,1
W2014173724,1
W2993389657,1
W2800957618,1
W4256523194,1
W2087222790,1
W2554002093,1
W2072141017,1
W1992015234,1
W4252204535,1
W1587192187,1
W3121770345,1
W3169884556,1
W2504653638,1
W1995252705,1
W2973341728,1
W3126507522,1
W2158838341,1
W3036250832,1
W1180080976,1
W4309400102,1
W4384626005,1
W2599679529,1
W2868267105,1
W3153401251,1
W4200422854,1
W4226211178,1
W4313139401,1
W4200190097,1
W4200587910,1
W3042167738,1
W3187345089,1
W2983322150,1
W3211796844,1
W4255955168,1
W6750054810,1
W2004737436,1
W4380538276,1
W3122884149,1
W2915164835,1
W4322208036,1
W4309206861,1
W3202556441,1
W3093277218,1
W6832346482,1
W2795271575,1
W2999903191,1
W2985969529,1
W2479859543,1
W3087978396,1
W1560987171,1
W2557504862,1
W1631725876,1
W2986336476,1
W3216956759,1
W3176400955,1
W2971897286,1
W1504577973,1
W2946620193,1
W2810278939,1
W2987869903,1
W2123806073,1
W322520475,1
W2781331628,1
W2998847341,1
W2034012458,1
W4205320316,1
W2464402848,1
W2072118667,1
W1968974731,1
W1973144307,1
W2561885184,1
W3156561517,1
W4256179568,1
W4322625289,1
W4361278130,1
W2769332885,1
W4283029498,1
W4387065162,1
W4318615266,1
W3183736264,1
W3174199907,1
W4210408226,1
W4212999800,1
W2767588452,1
W2107598591,1
W4205635235,1
W2169686953,1
W2023777287,1
W2835095691,1
W3113360234,1
W4294025637,1
W61988226,1
W2138022499,1
W2443298901,1
W3083698822,1
W2198648495,1
W2113370871,1
W6751419887,1
W6743188333,1
W2587779007,1
W6770752896,1
W6712140784,1
W2120211292,1
W2991186828,1
W3006629608,1
W2124451353,1
W4234681626,1
W2953921550,1
W2762447495,1
W2888504296,1
W2066486551,1
W2405088503,1
W2800471936,1
W6713549636,1
W2397794917,1
W2064408446,1
W1582477397,1
W4241033649,1
W1995418967,1
W2216260947,1
W2015911819,1
W3200027743,1
W2913740287,1
W2131487117,1
W1501939076,1
W2312776829,1
W2049078266,1
W2346264073,1
W4240484632,1
W2050711361,1
W4235035170,1
W3136927463,1
W1972085182,1
W3204611231,1
W3029171348,1
W3134827916,1
W2019393576,1
W1480013205,1
W2138525153,1
W2157319031,1
W4243658490,1
W2049701862,1
W2002674919,1
W1972882357,1
W2162272256,1
W2942605105,1
W4362521850,1
W2980030563,1
W2478316953,1
W3092634347,1
W2120455325,1
W2153684076,1
W3124357949,1
W4291004231,1
W6771139606,1
W4234856611,1
W2002151188,1
W2071936897,1
W1985797544,1
W2078567285,1
W2005326937,1
W6678379301,1
W2924203286,1
W1990150123,1
W6638147685,1
W1555622286,1
W2075865788,1
W2134593729,1
W2182520871,1
W2981115275,1
W3000603055,1
W2095914490,1
W1570867086,1
W2103839285,1
W1969072101,1
W3200040377,1
W2032524882,1
W2077707563,1
W2758026101,1
W1991114743,1
W2097906862,1
W6633117799,1
W96038653,1
W1507655527,1
W2181982643,1
W1502903882,1
W4230906437,1
W2728509848,1
W2887398732,1
W2951354992,1
W2528192787,1
W1987747855,1
W2119620549,1
W2101092965,1
W3126121702,1
W3157749764,1
W1562672336,1
W3123844866,1
W2954943415,1
W2345221143,1
W2117503214,1
W1989388297,1
W1600300577,1
W6685518688,1
W2800658779,1
W3033215561,1
W2147169903,1
W3015812362,1
W4280632034,1
W2000364821,1
W1970205046,1
W2147945158,1
W2802754911,1
W2948826644,1
W1977578104,1
W1990188549,1
W1994264295,1
W3009158921,1
W2035151633,1
W1990050048,1
W2049056723,1
W2796437801,1
W2981651266,1
W2991529466,1
W3139425631,1
W2146538537,1
W2027457572,1
W2081263209,1
W45608371,1
W2994779286,1
W1742697922,1
W2100261414,1
W2157675730,1
W4226398965,1
W4248852829,1
W2908192919,1
W3120462784,1
W3122175712,1
W3123724670,1
W2088851131,1
W2529653009,1
W2944496292,1
W2518991521,1
W2662611492,1
W2728621433,1
W4388151924,1
W2124329636,1
W2984777969,1
W2184105182,1
W2073044811,1
W3140123634,1
W4226097117,1
W2051312534,1
W2967887127,1
W4396935714,1
W25781114,1
W2605978227,1
W2047159741,1
W3127150579,1
W2056621186,1
W3113191654,1
W2297413686,1
W3011998033,1
W2969520152,1
W3008375791,1
W6676651824,1
W4220700043,1
W6665660881,1
W2128381827,1
W2966715882,1
W4206204108,1
W2910693967,1
W6632939615,1
W2064735571,1
W3185079644,1
W1548140009,1
W2477329315,1
W3211435174,1
W3024855212,1
W4280565143,1
W2520963894,1
W2944764493,1
W4362612932,1
W3118878244,1
W3129154208,1
W3110249195,1
W1894573148,1
W4214500615,1
W3194756722,1
W4283646433,1
W4242054808,1
W3124037542,1
W4293723471,1
W2100614543,1
W2049629265,1
W1896258760,1
W6838923229,1
W6669338786,1
W4385336243,1
W21015222,1
W3200835394,1
W4282965833,1
W6681788716,1
W4200618508,1
W2148935883,1
W2204059918,1
W2071302511,1
W2580408056,1
W3043321472,1
W6630613670,1
W1998331595,1
W2802081155,1
W4392859928,1
W2118745447,1
W6633091221,1
W2094914994,1
W6647652915,1
W2128392529,1
W2126683099,1
W2017914535,1
W2089401927,1
W6838417956,1
W2580007960,1
W4316041485,1
W4229439761,1
W4390288299,1
W2604099412,1
W3167793804,1
W2921873324,1
W2737016901,1
W2890264182,1
W2277906325,1
W1969599053,1
W2902225647,1
W4293085750,1
W2135365107,1
W4234878958,1
W4253639961,1
W2110139388,1
W2776946813,1
W1990076255,1
W2026207706,1
W1991925547,1
W4378071844,1
W4247033766,1
W3088387617,1
W2096726539,1
W2610834048,1
W3179389969,1
W2785232091,1
W2057442840,1
W2754721719,1
W2754801594,1
W2560731522,1
W3086699080,1
W1988377065,1
W2115569288,1
W4319159308,1
W2136451369,1
W2995635941,1
W4287448988,1
W3112469149,1
W4280547925,1
W2142691518,1
W6664777887,1
W2361337410,1
W2922054544,1
W2736015498,1
W3029753466,1
W31869466,1
W2093357658,1
W2765788542,1
W6670184809,1
W4205982023,1
W2098215830,1
W2188995484,1
W2118771012,1
W1666973340,1
W2109553821,1
W6635877661,1
W2076287534,1
W1595818440,1
W2731950788,1
W2623765168,1
W2096842199,1
W2919915583,1
W2064493761,1
W2937100555,1
W2947175323,1
W2954593888,1
W2192022016,1
W1529483137,1
W111031448,1
W2128728535,1
W2702360522,1
W2161350022,1
W7048207616,1
W2541735118,1
W4210813921,1
W2600916415,1
W2564257742,1
W4386164351,1
W4225350630,1
W1845568876,1
W3164137333,1
W3075884737,1
W1989894576,1
W2126082807,1
W4213347339,1
W1989280147,1
W2944592785,1
W2906425415,1
W2117225980,1
W4200206491,1
W4229451282,1
W1883758818,1
W2418872436,1
W4221133563,1
W3125629140,1
W2915744129,1
W2050718423,1
W3212250892,1
W2008310014,1
W3126439263,1
W3177143734,1
W2085677274,1
W4311452622,1
W2185868483,1
W4281684003,1
W2731362887,1
W4224035484,1
W2893031534,1
W3165136234,1
W1978708459,1
W2093409306,1
W6601298363,1
W4200202162,1
W2905284453,1
W2094648385,1
W3093611466,1
W2587055348,1
W4243000933,1
W1525751377,1
W2024891689,1
W2038999742,1
W3119056701,1
W3048866143,1
W2560461345,1
W2592692991,1
W4301785338,1
W2085643148,1
W2032684666,1
W2102594407,1
W2924938870,1
W3170751920,1
W2954206704,1
W2033260055,1
W4300462122,1
W2253046829,1
W3088414525,1
W2141529881,1
W2019699866,1
W2947567953,1
W4210610209,1
W2103665909,1
W3132374643,1
W3155122742,1
W6703050221,1
W2149264487,1
W4400902944,1
W6637348954,1
W3012186301,1
W6775421030,1
W6615792913,1
W2088029788,1
W2085026057,1
W3122859888,1
W2728191764,1
W2561369310,1
W3124433827,1
W1504361108,1
W2174502990,1
W2078993558,1
W2042563896,1
W2056698817,1
W6999992401,1
W2058450899,1
W4312918557,1
W4318948403,1
W4225001693,1
W2900710469,1
W1994507008,1
W2048944314,1
W2605317001,1
W3030332332,1
W3093382274,1
W6766721997,1
W3015888402,1
W2091068477,1
W4299639446,1
W4235018790,1
W2911627387,1
W2333043347,1
W4229671821,1
W6870324098,1
W4225271812,1
W6851925490,1
W4285742077,1
W6772562136,1
W2890739253,1
W4292466921,1
W2950091196,1
W4366725146,1
W2510720340,1
W1494416504,1
W2737226905,1
W6678460920,1
W3040102587,1
W2139345294,1
W2055590472,1
W1536723723,1
W4241335902,1
W3119017482,1
W1585145906,1
W2901511592,1
W3038656035,1
W4239920512,1
W2144846758,1
W3109410822,1
W3110205454,1
W3045099581,1
W2672993430,1
W2022572725,1
W2997726935,1
W2289330993,1
W2415363355,1
